-67.768003,-68.885668
-67.767949,-68.885590
-67.768056,-68.885992
-67.768019,-68.885914
-67.767990,-68.885855
-67.767968,-68.885869
-67.767933,-68.885897
-67.767918,-68.885797
-67.767948,-68.885754
-67.767962,-68.885704
-67.767943,-68.885664
-67.767950,-68.885814
-67.768019,-68.885584
-67.768008,-68.885446
-67.767975,-68.885443
-67.767982,-68.885385
-67.767985,-68.885250
-67.767976,-68.885729
-67.767917,-68.885674
-67.767865,-68.885532
-67.767815,-68.885463
-67.767815,-68.885463
-67.767639,-68.885727
-67.767634,-68.885636
-67.767624,-68.885545
-67.767659,-68.885547
-67.767551,-68.885551
-67.767619,-68.885412
-67.767595,-68.885644
-67.767570,-68.885680
-67.767605,-68.885783
-67.767597,-68.885939
-67.767577,-68.885800
-67.767560,-68.885861
-67.767500,-68.886443
-67.767556,-68.886385
-67.767584,-68.886368
-67.767612,-68.886371
-67.767680,-68.886354
-67.767915,-68.886307
-67.767639,-68.886498
-67.767607,-68.886445
-67.767564,-68.886494
-67.767573,-68.886437
-67.767554,-68.886260
-67.767549,-68.886201
-67.767538,-68.886138
-67.767543,-68.886064
-67.767565,-68.886078
-67.767580,-68.886127
-67.767585,-68.886036
-67.767617,-68.886036
-67.767547,-68.885991
-67.767554,-68.885930
-67.767527,-68.885899
-67.767498,-68.885907
-67.767522,-68.885989
-67.767492,-68.885988
-67.767476,-68.885924
-67.767466,-68.886020
-67.767479,-68.886065
-67.767513,-68.886121
-67.767490,-68.886171
-67.767523,-68.886212
-67.767508,-68.886280
-67.767532,-68.886266
-67.767472,-68.886418
-67.767478,-68.886359
-67.767456,-68.886376
-67.767438,-68.886362
-67.767462,-68.886146
-67.767472,-68.886226
-67.767437,-68.886124
-67.767420,-68.886088
-67.767428,-68.886037
-67.767397,-68.885962
-67.767372,-68.885898
-67.767417,-68.885836
-67.767367,-68.885855
-67.767446,-68.885795
-67.767476,-68.885704
-67.767500,-68.885608
-67.767488,-68.885548
-67.767491,-68.885752
-67.767515,-68.885744
-67.767541,-68.885745
-67.767567,-68.885755
-67.767536,-68.885831
-67.767522,-68.885792
-67.767500,-68.885827
-67.767406,-68.886410
-67.767392,-68.886325
-67.767370,-68.886388
-67.767362,-68.886436
-67.767350,-68.886500
-67.767264,-68.886540
-67.767295,-68.886556
-67.767295,-68.886636
-67.767270,-68.886605
-67.767250,-68.886590
-67.767295,-68.886472
-67.767317,-68.886478
-67.767334,-68.886504
-67.767339,-68.886642
-67.767379,-68.886617
-67.767418,-68.886634
-67.767219,-68.886681
-67.767206,-68.886762
-67.767180,-68.886733
-67.767156,-68.886698
-67.767161,-68.886744
-67.767158,-68.886815
-67.767137,-68.886780
-67.767120,-68.886818
-67.767066,-68.886837
-67.767048,-68.886540
-67.767074,-68.886534
-67.767104,-68.886471
-67.767111,-68.886572
-67.767130,-68.886588
-67.767151,-68.886638
-67.767125,-68.886697
-67.767049,-68.886614
-67.767084,-68.886658
-67.767114,-68.886632
-67.767188,-68.886520
-67.767204,-68.886472
-67.767252,-68.886406
-67.767289,-68.886353
-67.767234,-68.886527
-67.767207,-68.886564
-67.767219,-68.886616
-67.767243,-68.886660
-67.767199,-68.886689
-67.767168,-68.886599
-67.767441,-68.885975
-67.767242,-68.886832
-67.767211,-68.886949
-67.767223,-68.887005
-67.767246,-68.886971
-67.767203,-68.887058
-67.767180,-68.887043
-67.767303,-68.885530
-67.767314,-68.885466
-67.767329,-68.885414
-67.767359,-68.885399
-67.767299,-68.885418
-67.767316,-68.885369
-67.767333,-68.885330
-67.767353,-68.885293
-67.767377,-68.885290
-67.767291,-68.885362
-67.767395,-68.885298
-67.767182,-68.885075
-67.767177,-68.885180
-67.767240,-68.885112
-67.767263,-68.885131
-67.767211,-68.885205
-67.767255,-68.885271
-67.767241,-68.885312
-67.767298,-68.885233
-67.767299,-68.885296
-67.767237,-68.885200
-67.767251,-68.885222
-67.767281,-68.885140
-67.766976,-68.886223
-67.766993,-68.886200
-67.767003,-68.886145
-67.767218,-68.887463
-67.767238,-68.887502
-67.767264,-68.887513
-67.767225,-68.887563
-67.767250,-68.887570
-67.767282,-68.887584
-67.767237,-68.887635
-67.767258,-68.887652
-67.767304,-68.887648
-67.767319,-68.887696
-67.767280,-68.887762
-67.767252,-68.887722
-67.767306,-68.887800
-67.767304,-68.887902
-67.767361,-68.887765
-67.767349,-68.887708
-67.767336,-68.887662
-67.767321,-68.887627
-67.767360,-68.888015
-67.767378,-68.888006
-67.767398,-68.888193
-67.767373,-68.888247
-67.767396,-68.888275
-67.767425,-68.888449
-67.767386,-68.888441
-67.767361,-68.888423
-67.767437,-68.888514
-67.767478,-68.888770
-67.767402,-68.888565
-67.767360,-68.888566
-67.767345,-68.888602
-67.767391,-68.888630
-67.767370,-68.888667
-67.767333,-68.888684
-67.767315,-68.888601
-67.767331,-68.888547
-67.767336,-68.888484
-67.767319,-68.888438
-67.767338,-68.888423
-67.767300,-68.888545
-67.767283,-68.888551
-67.767247,-68.888580
-67.767337,-68.888787
-67.767365,-68.888771
-67.767394,-68.888729
-67.767389,-68.888834
-67.767403,-68.888784
-67.767367,-68.888932
-67.767461,-68.888800
-67.767472,-68.888853
-67.767502,-68.888914
-67.767486,-68.889022
-67.767463,-68.889006
-67.767447,-68.888967
-67.767412,-68.888894
-67.767419,-68.889050
-67.767404,-68.889054
-67.767388,-68.889094
-67.767383,-68.888988
-67.768013,-68.887845
-67.768055,-68.887845
-67.768090,-68.887820
-67.768070,-68.887847
-67.767719,-68.889874
-67.767740,-68.889810
-67.767695,-68.889750
-67.767714,-68.889726
-67.767741,-68.889570
-67.767722,-68.889621
-67.767736,-68.889740
-67.767750,-68.889688
-67.767767,-68.889746
-67.767769,-68.889802
-67.767817,-68.889843
