lat,long
-63.57966,-55.771312
-63.579633,-55.771263
-63.579614,-55.771331
-63.579635,-55.771381
-63.579598,-55.771362
-63.579579,-55.771382
-63.579561,-55.77141
-63.579534,-55.771366
-63.579525,-55.771415
-63.579533,-55.771459
-63.579512,-55.771441
-63.579501,-55.771487
-63.57953,-55.771508
-63.579556,-55.77149
-63.579566,-55.771524
-63.579556,-55.771544
-63.579591,-55.771445
-63.579609,-55.771421
-63.579589,-55.771508
-63.579612,-55.771545
-63.579583,-55.77158
-63.579559,-55.771588
-63.579504,-55.771598
-63.579516,-55.771536
-63.579455,-55.771598
-63.579434,-55.77157
-63.57942,-55.771529
-63.579369,-55.771565
-63.579319,-55.771616
-63.579586,-55.771673
-63.579603,-55.771644
-63.579653,-55.771593
-63.57967,-55.771613
-63.579691,-55.77162
-63.579712,-55.771616
-63.57976,-55.771552
-63.579743,-55.77153
-63.579739,-55.771467
-63.579731,-55.77142
-63.579716,-55.771396
-63.579695,-55.771418
-63.579675,-55.771417
-63.579651,-55.771411
-63.579634,-55.77148
-63.579662,-55.771475
-63.579682,-55.771457
-63.579709,-55.771523
-63.579721,-55.771485
-63.579769,-55.77131
-63.579746,-55.771347
-63.579731,-55.77137
-63.579786,-55.771343
-63.579815,-55.771333
-63.579808,-55.771366
-63.579834,-55.771319
-63.579857,-55.771284
-63.579854,-55.771342
-63.579864,-55.77139
-63.579835,-55.771362
-63.57979,-55.771416
-63.579788,-55.771465
-63.579758,-55.771488
-63.579786,-55.771502
-63.579809,-55.771474
-63.5798,-55.771534
-63.579513,-55.771311
-63.579461,-55.771397
-63.579477,-55.771362
-63.579385,-55.77117
-63.579397,-55.77134
-63.579769,-55.771457
-63.57975,-55.771391
-63.579701,-55.771466
-63.579702,-55.77138
-63.579664,-55.771362
-63.579573,-55.771639
-63.57959,-55.771611
-63.579635,-55.771525
-63.579652,-55.77154
-63.579054,-55.771045
-63.57892,-55.770876
-63.579513,-55.771185
-63.579667,-55.771662
-63.579685,-55.771666
-63.579731,-55.771671
-63.579748,-55.771652
-63.579769,-55.771682
-63.579776,-55.771589
-63.579801,-55.771574
-63.579821,-55.77156
-63.579817,-55.771524
-63.579883,-55.77133
-63.579907,-55.771311
-63.579917,-55.771343
-63.579902,-55.771407
-63.579885,-55.771421
-63.579918,-55.771396
-63.579961,-55.771392
-63.579982,-55.771373
-63.580006,-55.7714
-63.580027,-55.771367
-63.579969,-55.771431
-63.579955,-55.771436
-63.579932,-55.771458
-63.579935,-55.771413
-63.579912,-55.771489
-63.579875,-55.771559
-63.579862,-55.771581
-63.579843,-55.771616
-63.579863,-55.771649
-63.57989,-55.771501
-63.579873,-55.771455
-63.579853,-55.771439
-63.579861,-55.771495
-63.579845,-55.771523
-63.57985,-55.771552
-63.579921,-55.771541
-63.57989,-55.771552
-63.579874,-55.771622
-63.579897,-55.771626
-63.57992,-55.771591
-63.57992,-55.771662
-63.579953,-55.771521
-63.579986,-55.771496
-63.579992,-55.771442
-63.580021,-55.77146
-63.580037,-55.77142
-63.580073,-55.77141
-63.580057,-55.771466
-63.580031,-55.771519
-63.580003,-55.771514
-63.579944,-55.771601
-63.579963,-55.771593
-63.579693,-55.771744
-63.579706,-55.77175
-63.579684,-55.771787
-63.579672,-55.771797
-63.579637,-55.77178
-63.579624,-55.771709
-63.579615,-55.771771
-63.57971,-55.771832
-63.579756,-55.771781
-63.579772,-55.771763
-63.579769,-55.771811
-63.579781,-55.771789
-63.579802,-55.771748
-63.57982,-55.771761
-63.579843,-55.77173
-63.579858,-55.771766
-63.579822,-55.771824
-63.579797,-55.771815
-63.579174,-55.77128
-63.579746,-55.771705
-63.579731,-55.771749
-63.579708,-55.771685
-63.579727,-55.771712
-63.579662,-55.771748
-63.579617,-55.771617
-63.579633,-55.771425
-63.579572,-55.771349
-63.579942,-55.771672
-63.580102,-55.771585
-63.580089,-55.771457
-63.58017,-55.771794
-63.580127,-55.771788
-63.580075,-55.771858
-63.580086,-55.771922
-63.580098,-55.771987
-63.580112,-55.772038
-63.579964,-55.771814
-63.579912,-55.771777
-63.579879,-55.771781
-63.57985,-55.771819
-63.579877,-55.771934
-63.579908,-55.771887
-63.580027,-55.771577
-63.580132,-55.771533
-63.579972,-55.77167
-63.57998,-55.771608
-63.580058,-55.771639
-63.580036,-55.77161
-63.580054,-55.771576
-63.580047,-55.771521
-63.580071,-55.771512
-63.580077,-55.771556
-63.580092,-55.771499
-63.580112,-55.771457
-63.580125,-55.771481
-63.580139,-55.771502
-63.580163,-55.771482
-63.580176,-55.771522
-63.580186,-55.77156
-63.580198,-55.771585
-63.580137,-55.771587
-63.580141,-55.771641
-63.580165,-55.77161
-63.580169,-55.771659
-63.580182,-55.771635
-63.580203,-55.771638
-63.580222,-55.771642
-63.5802,-55.771733
-63.580203,-55.771787
-63.580211,-55.77182
-63.580229,-55.771698
-63.580219,-55.771732
-63.580216,-55.771768
-63.580228,-55.771803
-63.580236,-55.771741
-63.580087,-55.771717
-63.580068,-55.771664
-63.580107,-55.771668
-63.58013,-55.771689
-63.580104,-55.771732
-63.580093,-55.771774
-63.580091,-55.771846
-63.580109,-55.771878
-63.580111,-55.771922
-63.580177,-55.771853
-63.58017,-55.771876
-63.580177,-55.771909
-63.580144,-55.771844
-63.580141,-55.77189
-63.580144,-55.771923
-63.580156,-55.771958
-63.580139,-55.771975
-63.580195,-55.771963
-63.580169,-55.77195
-63.580163,-55.771761
-63.580176,-55.771704
-63.580126,-55.771639
-63.580121,-55.771571
-63.580092,-55.771635
-63.580045,-55.771759
-63.580076,-55.771763
-63.580018,-55.771688
-63.580041,-55.771696
-63.58001,-55.771624
-63.579996,-55.771671
-63.579967,-55.771765
-63.579975,-55.771718
-63.57993,-55.771809
-63.579912,-55.771835
-63.57989,-55.771829
-63.57987,-55.771828
-63.579857,-55.771981
-63.579862,-55.771954
-63.579991,-55.772009
-63.579972,-55.772019
-63.579951,-55.771984
-63.579931,-55.771962
-63.579918,-55.77194
-63.579895,-55.771954
-63.579974,-55.771887
-63.579994,-55.771857
-63.580011,-55.771845
-63.580005,-55.771792
-63.580042,-55.771812
-63.580056,-55.771853
-63.580056,-55.771952
-63.580048,-55.771908
-63.58002,-55.771976
-63.580035,-55.772003
-63.580025,-55.772088
-63.580048,-55.772059
-63.580057,-55.772037
-63.580081,-55.772075
-63.580091,-55.772063
-63.580004,-55.772104
-63.579991,-55.77214
-63.579933,-55.772021
-63.579996,-55.771884
-63.579977,-55.771842
-63.579999,-55.771937
-63.580196,-55.77204
-63.580175,-55.772016
-63.580161,-55.772016
-63.58019,-55.772103
-63.58021,-55.772098
-63.580212,-55.772163
-63.580222,-55.77196
-63.580226,-55.77192
-63.580229,-55.771884
-63.580248,-55.771817
-63.580271,-55.77182
-63.580264,-55.771783
-63.580254,-55.771751
-63.580287,-55.771851
-63.580263,-55.771882
-63.58025,-55.771933
-63.580267,-55.771998
-63.580272,-55.772031
-63.580257,-55.772057
-63.580239,-55.77207
-63.580246,-55.772033
-63.580256,-55.772107
-63.580245,-55.772157
-63.58027,-55.772178
-63.580301,-55.772075
-63.580275,-55.77208
-63.580304,-55.772001
-63.580302,-55.771966
-63.580291,-55.771901
-63.58032,-55.772048
-63.580348,-55.772088
-63.579996,-55.77154
-63.579839,-55.771905
-63.579951,-55.77184
-63.580478,-55.771974
-63.580323,-55.771862
-63.580295,-55.771792
-63.580281,-55.771785
-63.580289,-55.771723
-63.580267,-55.771715
-63.580265,-55.771675
-63.580247,-55.771658
-63.580249,-55.771711
-63.580318,-55.77192
-63.580305,-55.771881
-63.580315,-55.771743
-63.580329,-55.771738
-63.580315,-55.771689
-63.580337,-55.771696
-63.580323,-55.771651
-63.580337,-55.771631
-63.5803,-55.77163
-63.580265,-55.771608
-63.580352,-55.771662
-63.580368,-55.771614
-63.580391,-55.771639
-63.580415,-55.77164
-63.580374,-55.771669
-63.580381,-55.771745
-63.580373,-55.771805
-63.580393,-55.771784
-63.58042,-55.771783
-63.580407,-55.771803
-63.580368,-55.771837
-63.580341,-55.771832
-63.580324,-55.771807
-63.58036,-55.771768
-63.580363,-55.771726
-63.580452,-55.771688
-63.580461,-55.771712
-63.580481,-55.771728
-63.580498,-55.771707
-63.580492,-55.77177
-63.580515,-55.771767
-63.580472,-55.771758
-63.580494,-55.771821
-63.58051,-55.771862
-63.580511,-55.771948
-63.580521,-55.772018
-63.580538,-55.772064
-63.580555,-55.772051
-63.580567,-55.772133
-63.58053,-55.772171
-63.580511,-55.772118
-63.5805,-55.772095
-63.580484,-55.772129
-63.580473,-55.772111
-63.580448,-55.772099
-63.580392,-55.77208
-63.580395,-55.772016
-63.580393,-55.771975
-63.58036,-55.77196
-63.580337,-55.771919
-63.580331,-55.771954
-63.580325,-55.77199
-63.580388,-55.771901
-63.580389,-55.771844
-63.580424,-55.771853
-63.580454,-55.771875
-63.580475,-55.77186
-63.580421,-55.772086
-63.58045,-55.77223
-63.580432,-55.77226
-63.580467,-55.772189
-63.580478,-55.77225
-63.580474,-55.772295
-63.580501,-55.772331
-63.580445,-55.772361
-63.58054,-55.772241
-63.580523,-55.77226
-63.580567,-55.772268
-63.580563,-55.772211
-63.580571,-55.772234
-63.580584,-55.772189
-63.5806,-55.77218
-63.580603,-55.772128
-63.580626,-55.772162
-63.580611,-55.772208
-63.580619,-55.772314
-63.580618,-55.772345
-63.580651,-55.772369
-63.580659,-55.772404
-63.580664,-55.772283
-63.580638,-55.772275
-63.580692,-55.772227
-63.580741,-55.772248
-63.580456,-55.77196
-63.58044,-55.771897
-63.580488,-55.771931
-63.580446,-55.772014
-63.580428,-55.772004
-63.580414,-55.771987
-63.580353,-55.771933
-63.580337,-55.771869
-63.580407,-55.771863
-63.580437,-55.771782
-63.580434,-55.771822
-63.58042,-55.771812
-63.580578,-55.771846
-63.580582,-55.771881
-63.580596,-55.771872
-63.58063,-55.771906
-63.58061,-55.771895
-63.580673,-55.771922
-63.580614,-55.771974
-63.580589,-55.771989
-63.580624,-55.77195
-63.580583,-55.771914
-63.580555,-55.771941
-63.580539,-55.771981
-63.580608,-55.772018
-63.580643,-55.771971
-63.580744,-55.77196
-63.580766,-55.771983
-63.580572,-55.771771
-63.580552,-55.771751
-63.580538,-55.771788
-63.580563,-55.771816
-63.580558,-55.771858
-63.580531,-55.77183
-63.580429,-55.771695
-63.580415,-55.771694
-63.580387,-55.771682
-63.580194,-55.771525
-63.580209,-55.771537
-63.580594,-55.771829
-63.580612,-55.771797
-63.580625,-55.771803
-63.580641,-55.771804
-63.580667,-55.771815
-63.580688,-55.771807
-63.580681,-55.771856
-63.580694,-55.771836
-63.580727,-55.771816
-63.580727,-55.771876
-63.580708,-55.771861
-63.580743,-55.771896
-63.580749,-55.77185
-63.58076,-55.771877
-63.580771,-55.771859
-63.580782,-55.771912
-63.580795,-55.771873
