Family,Genus_name,Species_name,Clutch_size,English_name
3,Dromaius,Dromaius novaehollandiae,8.98,Emu
4,Apteryx,Apteryx australis,2,Brown Kiwi
4,Apteryx,Apteryx haastii,1,Great Spotted Kiwi
4,Apteryx,Apteryx owenii,1,Little Spotted Kiwi
6,Ortalis,Ortalis vetula,2.88,Plain Chachalaca
7,Alectura,Alectura lathami,14.78,Australian Brush-turkey
7,Leipoa,Leipoa ocellata,18.6,Malleefowl
7,Megapodius,Megapodius reinwardt,5.5,Orange-footed Scrubfowl
8,Afropavo,Afropavo congensis,3,Congo Peafowl
8,Alectoris,Alectoris barbara,12,Barbary Partridge
8,Alectoris,Alectoris chukar,11.5,Chukar
8,Alectoris,Alectoris graeca,11,Rock Partridge
8,Alectoris,Alectoris rufa,13,Red-legged Partridge
8,Ammoperdix,Ammoperdix griseogularis,10,See-see Partridge
8,Ammoperdix,Ammoperdix heyi,10,Sand Partridge
8,Bonasa,Bonasa bonasia,9,Hazel Grouse
8,Bonasa,Bonasa umbellus,11.03,Ruffed Grouse
8,Centrocercus,Centrocercus urophasianus,7.35,Sage Grouse
8,Chrysolophus,Chrysolophus pictus,8.5,Golden Pheasant
8,Coturnix,Coturnix chinensis,6.5,Blue-breasted Quail
8,Coturnix,Coturnix coturnix,10.5,Common Quail
8,Coturnix,Coturnix delegorguei,6,Harlequin Quail
8,Coturnix,Coturnix pectoralis,7.6,Stubble Quail
8,Coturnix,Coturnix ypsilophora,7.9,Brown Quail
8,Dendragapus,Dendragapus obscurus,7.1,Blue Grouse
8,Francolinus,Francolinus adspersus,6.7,Red-billed Francolin
8,Francolinus,Francolinus afer,6,Red-necked Spurfowl
8,Francolinus,Francolinus africanus,5,Grey-winged Francolin
8,Francolinus,Francolinus ahantensis,5,Ahanta Francolin
8,Francolinus,Francolinus albogularis,6,White-throated Francolin
8,Francolinus,Francolinus bicalcaratus,6,Double-spurred Francolin
8,Francolinus,Francolinus capensis,7.4,Cape Francolin
8,Francolinus,Francolinus castaneicollis,5.5,Chestnut-naped Francolin
8,Francolinus,Francolinus coqui,4.5,Coqui Francolin
8,Francolinus,Francolinus erckelii,7,Erckel's Francolin
8,Francolinus,Francolinus finschi,5,Finsch's Francolin
8,Francolinus,Francolinus francolinus,10,Black Francolin
8,Francolinus,Francolinus hildebrandti,6,Hildebrandt's Francolin
8,Francolinus,Francolinus icterorhynchus,7,Heuglin's Francolin
8,Francolinus,Francolinus lathami,2,Forest Francolin
8,Francolinus,Francolinus leucoscepus,5,Yellow-necked Spurfowl
8,Francolinus,Francolinus levaillantii,5,Red-winged Francolin
8,Francolinus,Francolinus levaillantoides,6.5,OrangeRiver Francolin
8,Francolinus,Francolinus nahani,4,Nahan's Francolin
8,Francolinus,Francolinus natalensis,5,Natal Francolin
8,Francolinus,Francolinus psilolaemus,3,Moorland Francolin
8,Francolinus,Francolinus rufopictus,4.5,Grey-breasted Spurfowl
8,Francolinus,Francolinus schlegelii,3.5,Schlegel's Francolin
8,Francolinus,Francolinus sephaena,6,Crested Francolin
8,Francolinus,Francolinus shelleyi,4.5,Shelley's Francolin
8,Francolinus,Francolinus squamatus,6,Scaly Francolin
8,Francolinus,Francolinus streptophorus,4.5,Ring-necked Francolin
8,Francolinus,Francolinus swainsonii,5.5,Swainson's Spurfowl
8,Lagopus,Lagopus lagopus,7.5,Willow Ptarmigan
8,Lagopus,Lagopus leucurus,5.21,White-tailed Ptarmigan
8,Lagopus,Lagopus mutus,7.23,Rock Ptarmigan
8,Meleagris,Meleagris gallopavo,10.52,Wild Turkey
8,Perdix,Perdix perdix,15,Grey Partridge
8,Phasianus,Phasianus colchicus,11.5,Common Pheasant
8,Ptilopachus,Ptilopachus petrosus,5,Stone Partridge
8,Tetrao,Tetrao mlokosiewiczi,6,Caucasian Grouse
8,Tetrao,Tetrao tetrix,8.5,Black Grouse
8,Tetrao,Tetrao urogallus,8,Western Capercaillie
8,Tetraogallus,Tetraogallus caspius,7.5,Caspian Snowcock
8,Tympanuchus,Tympanuchus cupido,10.55,Greater Prairie-chicken
8,Tympanuchus,Tympanuchus pallidicinctus,11.42,Lesser Prairie-chicken
8,Tympanuchus,Tympanuchus phasianellus,11.78,Sharp-tailed Grouse
9,Guttera,Guttera plumifera,9.5,Plumed Guineafowl
9,Guttera,Guttera pucherani,4.5,Crested Guineafowl
9,Numida,Numida meleagris,8,Helmeted Guineafowl
10,Colinus,Colinus virginianus,6.5,Northern Bobwhite
10,Cyrtonyx,Cyrtonyx montezumae,10.6,Montezuma Quail
10,Oreortyx,Oreortyx pictus,10.9,Mountain Quail
12,Anseranas,Anseranas semipalmata,9.05,Magpie Goose
13,Dendrocygna,Dendrocygna arcuata,10.5,Wandering Whistling-Duck
13,Dendrocygna,Dendrocygna autumnalis,13.4,Black-bellied Whistling-Duck
13,Dendrocygna,Dendrocygna bicolor,13.34,Fulvous Whistling-Duck
13,Dendrocygna,Dendrocygna eytoni,11,Plumed Whistling-Duck
13,Dendrocygna,Dendrocygna viduata,7.25,White-faced Whistling-Duck
13,Thalassornis,Thalassornis leuconotus,6.75,White-backed Duck
14,Aix,Aix galericulata,11.5,Mandarin Duck
14,Aix,Aix sponsa,10.95,Wood Duck
14,Alopochen,Alopochen aegyptiacus,8.5,Egyptian Goose
14,Anas,Anas acuta,8.3,Northern Pintail
14,Anas,Anas americana,8.48,American Wigeon
14,Anas,Anas aucklandica,3.5,Brown Teal
14,Anas,Anas capensis,8.09,Cape Teal
14,Anas,Anas castanea,9.5,Chestnut Teal
14,Anas,Anas clypeata,9.2,Northern Shoveler
14,Anas,Anas crecca,9.5,Common Teal
14,Anas,Anas cyanoptera,9.13,Cinnamon Teal
14,Anas,Anas discors,10.1,Blue-winged Teal
14,Anas,Anas eatoni,4.11,Eaton's Pintail
14,Anas,Anas erythrorhyncha,10,Red-billed Duck
14,Anas,Anas fulvigula,9.4,Mottled Duck
14,Anas,Anas gracilis,8.3,Grey Teal
14,Anas,Anas hottentota,7.1,Hottentot Teal
14,Anas,Anas laysanensis,3.8,Laysan Duck
14,Anas,Anas penelope,9,Eurasian Wigeon
14,Anas,Anas platyrhynchos,10.53,Mallard
14,Anas,Anas querquedula,8.5,Garganey
14,Anas,Anas rhynchotis,10,Australian Shoveler
14,Anas,Anas rubripes,9.33,American Black Duck
14,Anas,Anas smithii,9.36,Cape Shoveler
14,Anas,Anas strepera,9.96,Gadwall
14,Anas,Anas superciliosa,11,Pacific Black Duck
14,Anas,Anas undulata,7.8,Yellow-billed Duck
14,Anas,Anas wyvilliana,8.3,Hawaiian Duck
14,Anser,Anser albifrons,5.5,Greater White-fronted Goose
14,Anser,Anser brachyrhynchus,4.4,Pink-footed Goose
14,Anser,Anser erythropus,5.83,Lesser White-fronted Goose
14,Anser,Anser fabalis,5,Bean Goose
14,Aythya,Aythya affinis,9.91,Lesser Scaup
14,Aythya,Aythya australis,11,Hardhead
14,Aythya,Aythya collaris,8.84,Ring-necked Duck
14,Aythya,Aythya ferina,8.54,Common Pochard
14,Aythya,Aythya fuligula,9.5,Tufted Duck
14,Aythya,Aythya marila,9.5,Greater Scaup
14,Aythya,Aythya novaeseelandiae,7.39,New Zealand Scaup
14,Aythya,Aythya nyroca,9,Ferruginous Pochard
14,Aythya,Aythya valisineria,8.1,Canvasback
14,Biziura,Biziura lobata,2.8,Musk Duck
14,Branta,Branta bernicla,4,Brent Goose
14,Branta,Branta canadensis,5,Canada Goose
14,Branta,Branta sandvicensis,3.13,Nene
14,Bucephala,Bucephala clangula,9.3,Common Goldeneye
14,Bucephala,Bucephala islandica,9.5,Barrow's Goldeneye
14,Cereopsis,Cereopsis novaehollandiae,4.24,Cape Barren Goose
14,Clangula,Clangula hyemalis,7.5,Long-tailed Duck
14,Cygnus,Cygnus atratus,4.55,Black Swan
14,Cygnus,Cygnus columbianus,4,Tundra Swan
14,Cygnus,Cygnus cygnus,4.4,Whooper Swan
14,Cygnus,Cygnus olor,5.3,Mute Swan
14,Histrionicus,Histrionicus histrionicus,5.7,Harlequin Duck
14,Hymenolaimus,Hymenolaimus malacorhynchos,6.5,Blue Duck
14,Malacorhynchus,Malacorhynchus membranaceus,7.24,Pink-eared Duck
14,Marmaronetta,Marmaronetta angustirostris,10.5,Marbled Teal
14,Melanitta,Melanitta fusca,8.43,White-winged Scoter
14,Melanitta,Melanitta nigra,6.8,Black Scoter
14,Mergellus,Mergellus albellus,8,Smew
14,Mergus,Mergus merganser,9.4,Common Merganser
14,Mergus,Mergus serrator,9.2,Red-breasted Merganser
14,Netta,Netta erythrophthalma,6.7,Southern Pochard
14,Netta,Netta rufina,9,Red-crested Pochard
14,Nettapus,Nettapus auritus,9,African Pygmy-goose
14,Oxyura,Oxyura australis,5.5,Blue-billed Duck
14,Oxyura,Oxyura jamaicensis,8.1,Ruddy Duck
14,Oxyura,Oxyura leucocephala,7.5,White-headed Duck
14,Oxyura,Oxyura maccoa,5.9,Maccoa Duck
14,Plectropterus,Plectropterus gambensis,6.5,Spur-winged Goose
14,Polysticta,Polysticta stelleri,7,Steller's Eider
14,Pteronetta,Pteronetta hartlaubii,9,Hartlaub's Duck
14,Sarkidiornis,Sarkidiornis melanotos,8.5,Comb Duck
14,Somateria,Somateria mollissima,3.06,Common Eider
14,Somateria,Somateria spectabilis,4.5,King Eider
14,Stictonetta,Stictonetta naevosa,6,Freckled Duck
14,Tadorna,Tadorna cana,10,South African Shelduck
14,Tadorna,Tadorna ferruginea,8.5,Ruddy Shelduck
14,Tadorna,Tadorna tadorna,10.58,Common Shelduck
14,Tadorna,Tadorna tadornoides,9.33,Australian Shelduck
14,Tadorna,Tadorna variegata,9.4,Paradise Shelduck
15,Ortyxelos,Ortyxelos meiffrenii,2,Lark Buttonquail
15,Turnix,Turnix castanota,4,Chestnut-backed Buttonquail
15,Turnix,Turnix hottentotta,3,Hottentot Buttonquail
15,Turnix,Turnix maculosa,3.6,Red-backed Buttonquail
15,Turnix,Turnix melanogaster,3.5,Black-breasted Buttonquail
15,Turnix,Turnix olivii,3,Buff-breasted Buttonquail
15,Turnix,Turnix pyrrhothorax,4,Red-chested Buttonquail
15,Turnix,Turnix sylvatica,4,Small Buttonquail
15,Turnix,Turnix varia,3.65,Painted Buttonquail
15,Turnix,Turnix velox,3.66,Little Buttonquail
16,Indicator,Indicator indicator,4,Greater Honeyguide
16,Indicator,Indicator maculatus,2,Spotted Honeyguide
16,Indicator,Indicator variegatus,2,Scaly-throated Honeyguide
16,Prodotiscus,Prodotiscus regulus,5.5,Wahlberg's Honeyguide
16,Prodotiscus,Prodotiscus zambesiae,2,Green-backed Honeyguide
17,Campephilus,Campephilus principalis,2.9,Ivory-billed Woodpecker
17,Campethera,Campethera abingoni,2.5,Golden-tailed Woodpecker
17,Campethera,Campethera bennettii,3,Bennett's Woodpecker
17,Campethera,Campethera cailliautii,2.5,Green-backed Woodpecker
17,Campethera,Campethera caroli,2,Brown-eared Woodpecker
17,Campethera,Campethera nivosa,2,Buff-spotted Woodpecker
17,Campethera,Campethera notata,2,Knysna Woodpecker
17,Campethera,Campethera nubica,3.5,Nubian Woodpecker
17,Campethera,Campethera punctuligera,2.5,Fine-spotted Woodpecker
17,Colaptes,Colaptes auratus,6.66,Northern Flicker
17,Dendrocopos,Dendrocopos leucotos,4,White-backed Woodpecker
17,Dendrocopos,Dendrocopos major,5.5,Great Spotted Woodpecker
17,Dendrocopos,Dendrocopos medius,5.64,Middle Spotted Woodpecker
17,Dendrocopos,Dendrocopos minor,5,Lesser Spotted Woodpecker
17,Dendrocopos,Dendrocopos syriacus,5.1,Syrian Woodpecker
17,Dendropicos,Dendropicos fuscescens,2.5,Cardinal Woodpecker
17,Dendropicos,Dendropicos goertae,3,Grey Woodpecker
17,Dendropicos,Dendropicos griseocephalus,3,Olive Woodpecker
17,Dendropicos,Dendropicos namaquus,3,Bearded Woodpecker
17,Dryocopus,Dryocopus martius,4.8,Black Woodpecker
17,Dryocopus,Dryocopus pileatus,3.83,Pileated Woodpecker
17,Geocolaptes,Geocolaptes olivaceus,3,Ground Woodpecker
17,Jynx,Jynx ruficollis,3.1,Rufous-necked Wryneck
17,Jynx,Jynx torquilla,7.5,Eurasian Wryneck
17,Melanerpes,Melanerpes aurifrons,4.75,Golden-fronted Woodpecker
17,Melanerpes,Melanerpes carolinus,4.24,Red-bellied Woodpecker
17,Melanerpes,Melanerpes erythrocephalus,4.74,Red-headed Woodpecker
17,Melanerpes,Melanerpes formicivorus,5.06,Acorn Woodpecker
17,Melanerpes,Melanerpes lewis,5.88,Lewis's Woodpecker
17,Melanerpes,Melanerpes uropygialis,3.74,Gila Woodpecker
17,Picoides,Picoides albolarvatus,4.23,White-headed Woodpecker
17,Picoides,Picoides arcticus,3.82,Black-backed Woodpecker
17,Picoides,Picoides borealis,3.26,Red-cockaded Woodpecker
17,Picoides,Picoides nuttallii,4.47,Nuttall's Woodpecker
17,Picoides,Picoides pubescens,4.79,Downy Woodpecker
17,Picoides,Picoides scalaris,4,Ladder-backed Woodpecker
17,Picoides,Picoides tridactylus,3.4,Three-toed Woodpecker
17,Picoides,Picoides villosus,3.93,Hairy Woodpecker
17,Picus,Picus canus,8,Grey-faced Woodpecker
17,Picus,Picus vaillantii,6.1,Levaillant's Woodpecker
17,Picus,Picus viridis,6,Eurasian Green Woodpecker
17,Sasia,Sasia africana,2,African Piculet
17,Sphyrapicus,Sphyrapicus nuchalis,4.8,Red-naped Sapsucker
17,Sphyrapicus,Sphyrapicus ruber,4.69,Red-breasted Sapsucker
17,Sphyrapicus,Sphyrapicus thyroideus,4.77,Williamson's Sapsucker
17,Sphyrapicus,Sphyrapicus varius,4.79,Yellow-bellied Sapsucker
19,Gymnobucco,Gymnobucco bonapartei,4,Grey-throated Barbet
19,Gymnobucco,Gymnobucco calvus,3,Naked-faced Barbet
19,Lybius,Lybius bidentatus,3,Double-toothed Barbet
19,Lybius,Lybius chaplini,3,Chaplin's Barbet
19,Lybius,Lybius dubius,2,Bearded Barbet
19,Lybius,Lybius guifsobalito,3,Black-billed Barbet
19,Lybius,Lybius leucocephalus,2,White-headed Barbet
19,Lybius,Lybius minor,4,Black-backed Barbet
19,Lybius,Lybius torquatus,3.5,Black-collared Barbet
19,Lybius,Lybius vieilloti,2.5,Vieillot's Barbet
19,Pogoniulus,Pogoniulus atroflavus,2.5,Red-rumped Tinkerbird
19,Pogoniulus,Pogoniulus bilineatus,2.5,Yellow-rumped Tinkerbird
19,Pogoniulus,Pogoniulus chrysoconus,2.5,Yellow-fronted Tinkerbird
19,Pogoniulus,Pogoniulus coryphaeus,3,Western Green-Tinkerbird
19,Pogoniulus,Pogoniulus leucomystax,2,Moustached Green-Tinkerbird
19,Pogoniulus,Pogoniulus pusillus,3,Red-fronted Tinkerbird
19,Pogoniulus,Pogoniulus scolopaceus,3,Speckled Tinkerbird
19,Stactolaema,Stactolaema anchietae,4.5,Anchieta's Barbet
19,Stactolaema,Stactolaema leucotis,4,White-eared Barbet
19,Stactolaema,Stactolaema olivacea,4.5,Green Barbet
19,Trachyphonus,Trachyphonus darnaudii,3,D'Arnaud's Barbet
19,Trachyphonus,Trachyphonus erythrocephalus,4.5,Red-and-yellow Barbet
19,Trachyphonus,Trachyphonus margaritatus,5,Yellow-breasted Barbet
19,Trachyphonus,Trachyphonus purpuratus,3,Yellow-billed Barbet
19,Trachyphonus,Trachyphonus vaillantii,3.5,Crested Barbet
19,Tricholaema,Tricholaema diademata,3.5,Red-fronted Barbet
19,Tricholaema,Tricholaema frontata,2.5,Miombo Barbet
19,Tricholaema,Tricholaema lacrymosa,2.5,Spot-flanked Barbet
19,Tricholaema,Tricholaema leucomelas,2.5,Pied Barbet
23,Ceratogymna,Ceratogymna atrata,1.5,Black-casqued Hornbill
23,Ceratogymna,Ceratogymna brevis,1.5,Silvery-cheeked Hornbill
23,Ceratogymna,Ceratogymna bucinator,3,Trumpeter Hornbill
23,Ceratogymna,Ceratogymna cylindricus,2,Brown-cheeked Hornbill
23,Ceratogymna,Ceratogymna fistulator,1.5,Piping Hornbill
23,Ceratogymna,Ceratogymna subcylindricus,2,Black-and-white-casqued Hornbill
23,Tockus,Tockus albocristatus,2,White-crested Hornbill
23,Tockus,Tockus alboterminatus,3.5,Crowned Hornbill
23,Tockus,Tockus deckeni,2,Von der Decken's Hornbill
23,Tockus,Tockus erythrorhynchus,3,Red-billed Hornbill
23,Tockus,Tockus flavirostris,2.5,Eastern Yellow-billed Hornbill
23,Tockus,Tockus hartlaubi,4,Black Dwarf Hornbill
23,Tockus,Tockus hemprichii,3,Hemprich's Hornbill
23,Tockus,Tockus leucomelas,3.7,Southern Yellow-billed Hornbill
23,Tockus,Tockus monteiri,4,Monteiro's Hornbill
23,Tockus,Tockus nasutus,4.2,African Grey Hornbill
24,Bucorvus,Bucorvus abyssinicus,1.5,Abyssinian Ground-Hornbill
25,Upupa,Upupa epops,4.4,Eurasian Hoopoe
26,Phoeniculus,Phoeniculus bollei,2,White-headed Woodhoopoe
26,Phoeniculus,Phoeniculus damarensis,3,Violet Woodhoopoe
26,Phoeniculus,Phoeniculus purpureus,3.2,Green Woodhoopoe
26,Phoeniculus,Phoeniculus somaliensis,4,Black-billed Woodhoopoe
28,Apaloderma,Apaloderma aequatoriale,2,Bare-cheeked Trogon
28,Apaloderma,Apaloderma narina,2.6,Narina Trogon
28,Apaloderma,Apaloderma vittatum,2.5,Bar-tailed Trogon
28,Trogon,Trogon elegans,2.95,Elegant Trogon
29,Coracias,Coracias abyssinica,4,Abyssinian Roller
29,Coracias,Coracias caudata,2.5,Lilac-breasted Roller
29,Coracias,Coracias garrulus,4.5,European Roller
29,Coracias,Coracias naevia,3,Rufous-crowned Roller
29,Eurystomus,Eurystomus glaucurus,2.5,Broad-billed Roller
29,Eurystomus,Eurystomus gularis,2.5,Blue-throated Roller
29,Eurystomus,Eurystomus orientalis,3.5,Dollarbird
34,Alcedo,Alcedo atthis,6.5,Common Kingfisher
34,Alcedo,Alcedo azurea,5.6,Azure Kingfisher
34,Alcedo,Alcedo pusilla,4.5,Little Kingfisher
34,Alcedo,Alcedo quadribrachys,5.5,Shining Blue Kingfisher
34,Alcedo,Alcedo semitorquata,3.5,Half-collared Kingfisher
35,Dacelo,Dacelo leachii,2.58,Blue-winged Kookaburra
35,Dacelo,Dacelo novaeguineae,2.92,Laughing Kookaburra
35,Halcyon,Halcyon albiventris,4.2,Brown-hooded Kingfisher
35,Halcyon,Halcyon badia,2.5,Chocolate-backed Kingfisher
35,Halcyon,Halcyon chelicuti,4,Striped Kingfisher
35,Halcyon,Halcyon leucocephala,3.8,Grey-headed Kingfisher
35,Halcyon,Halcyon malimbica,3,Blue-breasted Kingfisher
35,Halcyon,Halcyon senegalensis,3,Woodland Kingfisher
35,Halcyon,Halcyon senegaloides,3,Mangrove Kingfisher
35,Syma,Syma torotoro,3.5,Yellow-billed Kingfisher
35,Tanysiptera,Tanysiptera sylvia,2.99,Buff-breasted Paradise-Kingfisher
35,Todirhamphus,Todirhamphus chloris,3.15,Collared Kingfisher
35,Todirhamphus,Todirhamphus macleayii,4.28,Forest Kingfisher
35,Todirhamphus,Todirhamphus pyrrhopygia,4,Red-backed Kingfisher
35,Todirhamphus,Todirhamphus sanctus,4.27,Sacred Kingfisher
36,Ceryle,Ceryle rudis,5,Pied Kingfisher
36,Chloroceryle,Chloroceryle americana,5,Green Kingfisher
36,Megaceryle,Megaceryle maxima,3.5,Giant Kingfisher
37,Merops,Merops albicollis,6,White-throated Bee-eater
37,Merops,Merops apiaster,5.7,European Bee-eater
37,Merops,Merops boehmi,3,Boehm's Bee-eater
37,Merops,Merops breweri,2.5,Black-headed Bee-eater
37,Merops,Merops bullockoides,3,White-fronted Bee-eater
37,Merops,Merops bulocki,3,Red-throated Bee-eater
37,Merops,Merops gularis,2,Black Bee-eater
37,Merops,Merops hirundineus,3,Swallow-tailed Bee-eater
37,Merops,Merops malimbicus,2,Rosy Bee-eater
37,Merops,Merops muelleri,2,Blue-headed Bee-eater
37,Merops,Merops nubicus,3.5,Northern Carmine Bee-eater
37,Merops,Merops oreobates,2,Cinnamon-chested Bee-eater
37,Merops,Merops orientalis,5,Little Green Bee-eater
37,Merops,Merops ornatus,4.66,Rainbow Bee-eater
37,Merops,Merops persicus,6,Blue-cheeked Bee-eater
37,Merops,Merops pusillus,4.4,Little Bee-eater
37,Merops,Merops superciliosus,2.5,Madagascar Bee-eater
37,Merops,Merops variegatus,3,Blue-breasted Bee-eater
38,Colius,Colius colius,3.1,White-backed Mousebird
38,Colius,Colius striatus,2.6,Speckled Mousebird
38,Urocolius,Urocolius indicus,2.6,Red-faced Mousebird
38,Urocolius,Urocolius macrourus,2.5,Blue-naped Mousebird
39,Cacomantis,Cacomantis flabelliformis,1,Fan-tailed Cuckoo
39,Cacomantis,Cacomantis variolosus,1,Brush Cuckoo
39,Chrysococcyx,Chrysococcyx basalis,1,Horsfield's Bronze-Cuckoo
39,Chrysococcyx,Chrysococcyx klaas,3.5,Klaas's Cuckoo
39,Chrysococcyx,Chrysococcyx lucidus,1,Shining Bronze-Cuckoo
39,Chrysococcyx,Chrysococcyx minutillus,1,Little Bronze-Cuckoo
39,Chrysococcyx,Chrysococcyx osculans,1,Black-eared Cuckoo
39,Chrysococcyx,Chrysococcyx russatus,1,Gould's Bronze-Cuckoo
39,Clamator,Clamator glandarius,4.8,Great Spotted Cuckoo
39,Cuculus,Cuculus canorus,9.2,Common Cuckoo
39,Cuculus,Cuculus pallidus,1,Pallid Cuckoo
39,Eudynamys,Eudynamys scolopacea,1,Asian Koel
39,Eudynamys,Eudynamys taitensis,1,Long-tailed Koel
39,Oxylophus,Oxylophus jacobinus,3.5,Pied Cuckoo
39,Oxylophus,Oxylophus levaillantii,2,Levaillant's Cuckoo
39,Pachycoccyx,Pachycoccyx audeberti,1.1,Thick-billed Cuckoo
39,Scythrops,Scythrops novaehollandiae,2.08,Channel-billed Cuckoo
40,Centropus,Centropus grillii,4,Black Coucal
40,Centropus,Centropus leucogaster,2,Black-throated Coucal
40,Centropus,Centropus phasianinus,3.4,Pheasant Coucal
40,Centropus,Centropus senegalensis,3,Senegal Coucal
40,Centropus,Centropus superciliosus,4,White-browed Coucal
41,Coccyzus,Coccyzus americanus,2.95,Yellow-billed Cuckoo
41,Coccyzus,Coccyzus erythropthalmus,2.71,Black-billed Cuckoo
41,Coccyzus,Coccyzus minor,3.65,Mangrove Cuckoo
43,Crotophaga,Crotophaga ani,4.3,Smooth-billed Ani
43,Crotophaga,Crotophaga sulcirostris,4.08,Groove-billed Ani
44,Geococcyx,Geococcyx californianus,4.44,Greater Roadrunner
45,Agapornis,Agapornis fischeri,5.5,Fischer's Lovebird
45,Agapornis,Agapornis lilianae,6.5,Lilian's Lovebird
45,Agapornis,Agapornis personatus,5.5,Yellow-collared Lovebird
45,Agapornis,Agapornis pullarius,4.5,Red-headed Lovebird
45,Agapornis,Agapornis roseicollis,5,Rosy-faced Lovebird
45,Agapornis,Agapornis taranta,5,Black-winged Lovebird
45,Alisterus,Alisterus scapularis,4.5,Australian King-Parrot
45,Amazona,Amazona viridigenalis,3.4,Red-crowned Parrot
45,Aprosmictus,Aprosmictus erythropterus,5,Red-winged Parrot
45,Brotogeris,Brotogeris chiriri,5.5,Yellow-chevroned Parakeet
45,Brotogeris,Brotogeris versicolurus,5,Canary-winged Parakeet
45,Cacatua,Cacatua galerita,2.5,Sulphur-crested Cockatoo
45,Cacatua,Cacatua leadbeateri,3.29,Pink Cockatoo
45,Cacatua,Cacatua pastinator,2.61,Western Corella
45,Cacatua,Cacatua sanguinea,2.6,Little Corella
45,Cacatua,Cacatua tenuirostris,2.9,Long-billed Corella
45,Callocephalon,Callocephalon fimbriatum,2,Gang-gang Cockatoo
45,Calyptorhynchus,Calyptorhynchus banksii,1,Red-tailed Black-Cockatoo
45,Calyptorhynchus,Calyptorhynchus baudinii,1.5,White-tailed Black-Cockatoo
45,Calyptorhynchus,Calyptorhynchus funereus,2,Yellow-tailed Black-Cockatoo
45,Calyptorhynchus,Calyptorhynchus lathami,1,Glossy Black-Cockatoo
45,Calyptorhynchus,Calyptorhynchus latirostris,1.5,Slender-billed Black-Cockatoo
45,Cyanoramphus,Cyanoramphus auriceps,5.5,Yellow-fronted Parakeet
45,Cyanoramphus,Cyanoramphus novaezelandiae,7,Red-fronted Parakeet
45,Cyanoramphus,Cyanoramphus unicolor,5.6,Antipodes Parakeet
45,Cyclopsitta,Cyclopsitta diophthalma,2.5,Double-eyed Fig-Parrot
45,Eclectus,Eclectus roratus,2,Eclectus Parrot
45,Eolophus,Eolophus roseicapillus,3.7,Galah
45,Geoffroyus,Geoffroyus geoffroyi,3,Red-cheeked Parrot
45,Glossopsitta,Glossopsitta concinna,3,Musk Lorikeet
45,Glossopsitta,Glossopsitta porphyrocephala,4,Purple-crowned Lorikeet
45,Glossopsitta,Glossopsitta pusilla,4,Little Lorikeet
45,Lathamus,Lathamus discolor,4.45,Swift Parrot
45,Melopsittacus,Melopsittacus undulatus,4.93,Budgerigar
45,Myiopsitta,Myiopsitta monachus,6,Monk Parakeet
45,Neophema,Neophema chrysogaster,4.25,Orange-bellied Parrot
45,Neophema,Neophema chrysostoma,5,Blue-winged Parrot
45,Neophema,Neophema elegans,5.5,Elegant Parrot
45,Neophema,Neophema petrophila,4.5,Rock Parrot
45,Neophema,Neophema pulchella,4.78,Turquoise Parrot
45,Neophema,Neophema splendida,4,Scarlet-chested Parrot
45,Neopsephotus,Neopsephotus bourkii,3.5,Bourke's Parrot
45,Nestor,Nestor meridionalis,4,New Zealand Kaka
45,Nestor,Nestor notabilis,2.5,Kea
45,Northiella,Northiella haematogaster,5,Bluebonnet
45,Nymphicus,Nymphicus hollandicus,4.27,Cockatiel
45,Pezoporus,Pezoporus wallicus,3.2,Ground Parrot
45,Platycercus,Platycercus adscitus,6,Pale-headed Rosella
45,Platycercus,Platycercus caledonicus,6,Green Rosella
45,Platycercus,Platycercus elegans,5.23,Crimson Rosella
45,Platycercus,Platycercus eximius,5.6,Eastern Rosella
45,Platycercus,Platycercus icterotis,5.6,Western Rosella
45,Platycercus,Platycercus venustus,3.5,Northern Rosella
45,Poicephalus,Poicephalus cryptoxanthus,2.5,Brown-headed Parrot
45,Poicephalus,Poicephalus gulielmi,3,Red-fronted Parrot
45,Poicephalus,Poicephalus meyeri,4,Meyer's Parrot
45,Poicephalus,Poicephalus robustus,3,Brown-necked Parrot
45,Poicephalus,Poicephalus rueppellii,3,Rueppell's Parrot
45,Poicephalus,Poicephalus rufiventris,1.5,Red-bellied Parrot
45,Poicephalus,Poicephalus senegalus,3,Senegal Parrot
45,Polytelis,Polytelis alexandrae,4.5,Alexandra's Parrot
45,Polytelis,Polytelis anthopeplus,4.7,Regent Parrot
45,Polytelis,Polytelis swainsonii,5,Superb Parrot
45,Probosciger,Probosciger aterrimus,1,Palm Cockatoo
45,Psephotus,Psephotus chrysopterygius,5.55,Golden-shouldered Parrot
45,Psephotus,Psephotus dissimilis,4.3,Hooded Parrot
45,Psephotus,Psephotus haematonotus,4.8,Red-rumped Parrot
45,Psephotus,Psephotus pulcherrimus,3,Paradise Parrot
45,Psephotus,Psephotus varius,6,Mulga Parrot
45,Psittacula,Psittacula krameri,4.5,Rose-ringed Parakeet
45,Psittacus,Psittacus erithacus,3,Grey Parrot
45,Psitteuteles,Psitteuteles versicolor,3,Varied Lorikeet
45,Purpureicephalus,Purpureicephalus spurius,5.3,Red-capped Parrot
45,Rhynchopsitta,Rhynchopsitta pachyrhyncha,2.85,Thick-billed Parrot
45,Strigops,Strigops habroptilus,2.2,Kakapo
45,Trichoglossus,Trichoglossus chlorolepidotus,2,Scaly-breasted Lorikeet
