Family,Genus_name,Species_name,Clutch_size,English_name
125,Picathartes,Picathartes oreas,2.3,Grey-necked Rockfowl
126,Bombycilla,Bombycilla cedrorum,4.12,Cedar Waxwing
126,Bombycilla,Bombycilla garrulus,4.5,Bohemian Waxwing
126,Phainopepla,Phainopepla nitens,2.32,Phainopepla
127,Cinclus,Cinclus cinclus,4.52,White-throated Dipper
127,Cinclus,Cinclus mexicanus,4.16,American Dipper
128,Catharus,Catharus fuscescens,3.9,Veery
128,Catharus,Catharus guttatus,3.38,Hermit Thrush
128,Catharus,Catharus minimus,4.01,Grey-cheeked Thrush
128,Catharus,Catharus ustulatus,3.65,Swainson's Thrush
128,Cercomela,Cercomela melanura,3.5,Blackstart
128,Cercotrichas,Cercotrichas galactotes,3.31,Rufous-tailed Scrub-Robin
128,Empidornis,Empidornis semipartitus,2,Silverbird
128,Erithacus,Erithacus rubecula,5.17,European Robin
128,Ficedula,Ficedula albicollis,6,Collared Flycatcher
128,Ficedula,Ficedula hypoleuca,5.15,European Pied Flycatcher
128,Ficedula,Ficedula parva,5.7,Red-breasted Flycatcher
128,Ficedula,Ficedula semitorquata,5.5,Semicollared Flycatcher
128,Fraseria,Fraseria cinerascens,1.8,White-browed Forest-Flycatcher
128,Fraseria,Fraseria ocreata,2.8,African Forest-Flycatcher
128,Horizorhinus,Horizorhinus dohrni,2.5,Dohrn's Flycatcher
128,Irania,Irania gutturalis,4,White-throated Robin
128,Luscinia,Luscinia calliope,5,Siberian Rubythroat
128,Luscinia,Luscinia luscinia,4.8,Thrush Nightingale
128,Luscinia,Luscinia megarhynchos,4.78,Common Nightingale
128,Luscinia,Luscinia svecica,5.8,Bluethroat
128,Melaenornis,Melaenornis ardesiacus,2,Yellow-eyed Black-Flycatcher
128,Melaenornis,Melaenornis edolioides,2.5,Northern Black-Flycatcher
128,Melaenornis,Melaenornis pammelaina,2.67,Southern Black-Flycatcher
128,Monticola,Monticola angolensis,2.7,Miombo Rock-Thrush
128,Monticola,Monticola brevipes,3,Short-toed Rock-Thrush
128,Monticola,Monticola rufocinereus,4,Little Rock-Thrush
128,Monticola,Monticola rupestris,3,Cape Rock-Thrush
128,Monticola,Monticola saxatilis,4.5,Rufous-tailed Rock-Thrush
128,Monticola,Monticola solitarius,4.54,Blue Rock-Thrush
128,Muscicapa,Muscicapa adusta,2.7,Dusky Alseonax
128,Muscicapa,Muscicapa aquatica,2.5,Swamp Alseonax
128,Muscicapa,Muscicapa boehmi,4,Boehm's Flycatcher
128,Muscicapa,Muscicapa caerulescens,2.8,Ashy Alseonax
128,Muscicapa,Muscicapa cassini,1.9,Cassin's Alseonax
128,Muscicapa,Muscicapa comitata,1.5,Dusky-blue Flycatcher
128,Muscicapa,Muscicapa gambagae,2,Gambaga Flycatcher
128,Muscicapa,Muscicapa lendu,2,Chapin's Alseonax
128,Muscicapa,Muscicapa sethsmithi,2,Yellow-footed Alseonax
128,Muscicapa,Muscicapa striata,3.5,Spotted Flycatcher
128,Myadestes,Myadestes lanaiensis,1.5,Olomao
128,Myadestes,Myadestes myadestinus,1.5,Kamao
128,Myadestes,Myadestes obscurus,1.5,Omao
128,Myadestes,Myadestes townsendi,3.66,Townsend's Solitaire
128,Myioparus,Myioparus griseigularis,2,Grey-throated Tit-Flycatcher
128,Myioparus,Myioparus plumbeus,2,Grey Tit-Flycatcher
128,Oenanthe,Oenanthe alboniger,3.9,Hume's Wheatear
128,Oenanthe,Oenanthe deserti,4.1,Desert Wheatear
128,Oenanthe,Oenanthe finschii,5,Finsch's Wheatear
128,Oenanthe,Oenanthe hispanica,5.29,Black-eared Wheatear
128,Oenanthe,Oenanthe isabellina,6.19,Isabelline Wheatear
128,Oenanthe,Oenanthe leucura,4.1,Black Wheatear
128,Oenanthe,Oenanthe lugens,4.2,Mourning Wheatear
128,Oenanthe,Oenanthe moesta,4.5,Red-rumped Wheatear
128,Oenanthe,Oenanthe oenanthe,6.15,Northern Wheatear
128,Oenanthe,Oenanthe pleschanka,5.28,Pied Wheatear
128,Oenanthe,Oenanthe xanthoprymna,5,Rufous-tailed Wheatear
128,Phoenicurus,Phoenicurus erythrogaster,4,White-winged Redstart
128,Phoenicurus,Phoenicurus moussieri,4.2,Moussier's Redstart
128,Phoenicurus,Phoenicurus ochruros,4.9,Black Redstart
128,Phoenicurus,Phoenicurus phoenicurus,6.16,Common Redstart
128,Psophocichla,Psophocichla litsipsirupa,2.66,Groundscraper Thrush
128,Saxicola,Saxicola dacotiae,4,Canary Islands Chat
128,Saxicola,Saxicola rubetra,5.89,Whinchat
128,Saxicola,Saxicola torquata,5.16,Common Stonechat
128,Sialia,Sialia currucoides,5.52,Mountain Bluebird
128,Sialia,Sialia mexicana,5.06,Western Bluebird
128,Sialia,Sialia sialis,4.4,Eastern Bluebird
128,Tarsiger,Tarsiger cyanurus,6,Orange-flanked Bush-Robin
128,Turdus,Turdus iliacus,5.38,Redwing
128,Turdus,Turdus libonyanus,2.9,Kurrichane Thrush
128,Turdus,Turdus merula,3.5,Eurasian Blackbird
128,Turdus,Turdus migratorius,3.15,American Robin
128,Turdus,Turdus olivaceofuscus,2,Olivaceous Thrush
128,Turdus,Turdus olivaceus,2.07,Olive Thrush
128,Turdus,Turdus pelios,2.4,African Thrush
128,Turdus,Turdus philomelos,4.72,Song Thrush
128,Turdus,Turdus pilaris,5.13,Fieldfare
128,Turdus,Turdus ruficollis,5.5,Dark-throated Thrush
128,Turdus,Turdus tephronotus,2.5,Bare-eyed Thrush
128,Turdus,Turdus torquatus,4.5,Ring Ouzel
128,Turdus,Turdus viscivorus,3.5,Mistle Thrush
128,Zoothera,Zoothera dauma,4.5,Scaly Thrush
128,Zoothera,Zoothera gurneyi,2,Orange Ground-Thrush
128,Zoothera,Zoothera guttata,2.5,Spotted Ground-Thrush
128,Zoothera,Zoothera piaggiae,2,Abyssinian Ground-Thrush
128,Zoothera,Zoothera princei,2.2,Grey Ground-Thrush
129,Acridotheres,Acridotheres tristis,4.5,Common Myna
129,Buphagus,Buphagus africanus,2.5,Yellow-billed Oxpecker
129,Buphagus,Buphagus erythrorhynchus,2.7,Red-billed Oxpecker
129,Cinnyricinclus,Cinnyricinclus leucogaster,2.6,Violet-backed Starling
129,Creatophora,Creatophora cinerea,3.2,Wattled Starling
129,Dumetella,Dumetella carolinensis,3.68,Grey Catbird
129,Lamprotornis,Lamprotornis acuticaudus,3,Sharp-tailed Glossy-Starling
129,Lamprotornis,Lamprotornis australis,3,Burchell's Glossy-Starling
129,Lamprotornis,Lamprotornis caudatus,3.5,Long-tailed Glossy-Starling
129,Lamprotornis,Lamprotornis chalybaeus,3.5,Greater Blue-eared Glossy-Starling
129,Lamprotornis,Lamprotornis chloropterus,4,Lesser Blue-eared Glossy-Starling
129,Lamprotornis,Lamprotornis corruscus,2.9,Black-bellied Glossy-Starling
129,Lamprotornis,Lamprotornis cupreocauda,3,Copper-tailed Glossy-Starling
129,Lamprotornis,Lamprotornis hildebrandti,3.5,Hildebrandt's Starling
129,Lamprotornis,Lamprotornis mevesii,3.5,Meves's Glossy-Starling
129,Lamprotornis,Lamprotornis nitens,2.8,Red-shouldered Glossy-Starling
129,Lamprotornis,Lamprotornis pulcher,4,Chestnut-bellied Starling
129,Lamprotornis,Lamprotornis purpureus,2.5,Purple Glossy-Starling
129,Lamprotornis,Lamprotornis purpuropterus,2.5,Rueppell's Glossy-Starling
129,Lamprotornis,Lamprotornis shelleyi,5,Shelley's Starling
129,Lamprotornis,Lamprotornis splendidus,2.5,Splendid Glossy-Starling
129,Lamprotornis,Lamprotornis superbus,3.5,Superb Starling
129,Mimus,Mimus polyglottos,3.71,Northern Mockingbird
129,Onychognathus,Onychognathus albirostris,4,White-billed Starling
129,Onychognathus,Onychognathus blythii,4.5,Somali Starling
129,Onychognathus,Onychognathus morio,3.1,Red-winged Starling
129,Onychognathus,Onychognathus nabouroup,3.4,Pale-winged Starling
129,Onychognathus,Onychognathus tenuirostris,3.1,Slender-billed Starling
129,Onychognathus,Onychognathus tristramii,3,Tristram's Starling
129,Oreoscoptes,Oreoscoptes montanus,3.66,Sage Thrasher
129,Poeoptera,Poeoptera lugubris,3,Narrow-tailed Starling
129,Speculipastor,Speculipastor bicolor,4,Magpie Starling
129,Spreo,Spreo albicapillus,4.5,White-crowned Starling
129,Spreo,Spreo bicolor,4.2,African Pied Starling
129,Sturnus,Sturnus roseus,5.52,Rosy Starling
129,Sturnus,Sturnus unicolor,4,Spotless Starling
129,Sturnus,Sturnus vulgaris,4.5,Common Starling
129,Toxostoma,Toxostoma bendirei,3.5,Bendire's Thrasher
129,Toxostoma,Toxostoma crissale,2.53,Crissal Thrasher
129,Toxostoma,Toxostoma curvirostre,3.62,Curve-billed Thrasher
129,Toxostoma,Toxostoma lecontei,3.31,Le Conte's Thrasher
129,Toxostoma,Toxostoma longirostre,3.73,Long-billed Thrasher
129,Toxostoma,Toxostoma redivivum,3.09,California Thrasher
129,Toxostoma,Toxostoma rufum,3.45,Brown Thrasher
130,Sitta,Sitta canadensis,5.78,Red-breasted Nuthatch
130,Sitta,Sitta carolinensis,7.3,White-breasted Nuthatch
130,Sitta,Sitta europaea,8.3,Wood Nuthatch
130,Sitta,Sitta krueperi,5.5,Krueper's Nuthatch
130,Sitta,Sitta neumayer,9,Western Rock-Nuthatch
130,Sitta,Sitta pusilla,5.04,Brown-headed Nuthatch
130,Sitta,Sitta pygmaea,7.08,Pygmy Nuthatch
130,Sitta,Sitta tephronota,6.5,Eastern Rock-Nuthatch
130,Sitta,Sitta whiteheadi,6,Corsican Nuthatch
130,Tichodroma,Tichodroma muraria,4,Wallcreeper
131,Auriparus,Auriparus flaviceps,3.33,Verdin
131,Campylorhynchus,Campylorhynchus brunneicapillus,3.18,Cactus Wren
131,Catherpes,Catherpes mexicanus,5.1,Canyon Wren
131,Certhia,Certhia americana,5.38,American Tree-Creeper
131,Certhia,Certhia brachydactyla,5.2,Short-toed Tree-Creeper
131,Certhia,Certhia familiaris,5.5,Eurasian Tree-Creeper
131,Cistothorus,Cistothorus palustris,5.04,Marsh Wren
131,Cistothorus,Cistothorus platensis,7,Sedge Wren
131,Polioptila,Polioptila caerulea,4.43,Blue-grey Gnatcatcher
131,Polioptila,Polioptila californica,3.7,California Gnatcatcher
131,Polioptila,Polioptila melanura,4.21,Black-tailed Gnatcatcher
131,Salpinctes,Salpinctes obsoletus,5.34,Rock Wren
131,Salpornis,Salpornis spilonotus,3,Spotted Tree-Creeper
131,Thryomanes,Thryomanes bewickii,5.64,Bewick's Wren
131,Thryothorus,Thryothorus ludovicianus,4.67,Carolina Wren
131,Troglodytes,Troglodytes aedon,6.43,House Wren
131,Troglodytes,Troglodytes troglodytes,5.61,Winter Wren
132,Anthoscopus,Anthoscopus caroli,4.4,African Penduline-Tit
132,Anthoscopus,Anthoscopus minutus,4.9,Southern Penduline-Tit
132,Anthoscopus,Anthoscopus musculus,4,Mouse-colored Penduline-Tit
132,Anthoscopus,Anthoscopus parvulus,2,Yellow Penduline-Tit
132,Parus,Parus afer,3.3,Grey Tit
132,Parus,Parus albiventris,4,White-bellied Tit
132,Parus,Parus ater,5.7,Coal Tit
132,Parus,Parus caeruleus,7,Blue Tit
132,Parus,Parus cinctus,8,Siberian Tit
132,Parus,Parus cinerascens,4.6,Ashy Tit
132,Parus,Parus cristatus,6.5,Crested Tit
132,Parus,Parus cyanus,10,Azure Tit
132,Parus,Parus fasciiventer,3,Stripe-breasted Tit
132,Parus,Parus fringillinus,3,Red-throated Tit
132,Parus,Parus funereus,3,Dusky Tit
132,Parus,Parus griseiventris,4,Miombo Tit
132,Parus,Parus leucomelas,3.5,White-winged Tit
132,Parus,Parus lugubris,7.13,Sombre Tit
132,Parus,Parus major,7.5,Great Tit
132,Parus,Parus montanus,7.5,Willow Tit
132,Parus,Parus niger,3.6,Black Tit
132,Parus,Parus palustris,8.5,Marsh Tit
132,Parus,Parus rufiventris,3.5,Rufous-bellied Tit
132,Pholidornis,Pholidornis rushiae,2,Tit-hylia
132,Remiz,Remiz pendulinus,7,Eurasian Penduline-Tit
133,Aegithalos,Aegithalos caudatus,10,Long-tailed Tit
133,Psaltriparus,Psaltriparus minimus,6.3,Bushtit
134,Delichon,Delichon urbica,4,Northern House-Martin
134,Hirundo,Hirundo daurica,4.13,Red-rumped Swallow
134,Hirundo,Hirundo rustica,4.47,Barn Swallow
134,Progne,Progne subis,4.68,Purple Martin
134,Riparia,Riparia paludicola,3.5,Plain Martin
134,Riparia,Riparia riparia,4.49,Sand Martin
134,Stelgidopteryx,Stelgidopteryx serripennis,6.11,Northern Rough-winged Swallow
134,Tachycineta,Tachycineta bicolor,5.46,Tree Swallow
134,Tachycineta,Tachycineta thalassina,4.4,Violet-green Swallow
135,Regulus,Regulus calendula,7.59,Ruby-crowned Kinglet
135,Regulus,Regulus ignicapillus,8,Firecrest
135,Regulus,Regulus regulus,9.78,Goldcrest
135,Regulus,Regulus satrapa,7.96,Golden-crowned Kinglet
136,Neolestes,Neolestes torquatus,2,Black-collared Bulbul
136,Nicator,Nicator chloris,1,Yellow-spotted Nicator
136,Nicator,Nicator gularis,2.5,Eastern Nicator
136,Nicator,Nicator vireo,2,Yellow-throated Nicator
136,Pycnonotus,Pycnonotus barbatus,2.5,Garden Bulbul
136,Pycnonotus,Pycnonotus leucogenys,3.1,Himalayan Bulbul
136,Pycnonotus,Pycnonotus xanthopygos,3,White-spectacled Bulbul
137,Hypocolius,Hypocolius ampelinus,4.12,Grey Hypocolius
138,Apalis,Apalis binotata,1.5,Masked Apalis
138,Apalis,Apalis chariessa,2.5,White-winged Apalis
138,Apalis,Apalis cinerea,3,Grey Apalis
138,Apalis,Apalis flavida,2.5,Yellow-breasted Apalis
138,Apalis,Apalis jacksoni,2,Black-throated Apalis
138,Apalis,Apalis melanocephala,2.5,Black-headed Apalis
138,Apalis,Apalis pulchra,2,Black-collared Apalis
138,Apalis,Apalis ruddi,2,Rudd's Apalis
138,Apalis,Apalis ruwenzorii,2,Collared Apalis
138,Apalis,Apalis thoracica,3,Bar-throated Apalis
138,Calamonastes,Calamonastes fasciolatus,2.64,Barred Wren-Warbler
138,Calamonastes,Calamonastes simplex,3.5,Grey Wren-Warbler
138,Camaroptera,Camaroptera brachyura,2.74,Green-backed Camaroptera
138,Camaroptera,Camaroptera chloronota,2,Olive-green Camaroptera
138,Camaroptera,Camaroptera superciliaris,3,Yellow-browed Camaroptera
138,Cisticola,Cisticola aberdare,2,Aberdare Cisticola
138,Cisticola,Cisticola aberrans,3,Lazy Cisticola
138,Cisticola,Cisticola angusticauda,3.5,Tabora Cisticola
138,Cisticola,Cisticola anonymus,2.8,Chattering Cisticola
138,Cisticola,Cisticola aridulus,4.5,Desert Cisticola
138,Cisticola,Cisticola ayresii,3,Wing-snapping Cisticola
138,Cisticola,Cisticola bodessa,4,Boran Cisticola
138,Cisticola,Cisticola brachypterus,3,Siffling Cisticola
138,Cisticola,Cisticola brunnescens,3,Pectoral-patch Cisticola
138,Cisticola,Cisticola bulliens,3,Bubbling Cisticola
138,Cisticola,Cisticola cantans,2.5,Singing Cisticola
138,Cisticola,Cisticola carruthersi,3,Carruthers's Cisticola
138,Cisticola,Cisticola chinianus,3.5,Rattling Cisticola
138,Cisticola,Cisticola chubbi,2.5,Chubb's Cisticola
138,Cisticola,Cisticola cinereolus,4,Ashy Cisticola
138,Cisticola,Cisticola dambo,2,Cloud-scraping Cisticola
138,Cisticola,Cisticola erythrops,3,Red-faced Cisticola
138,Cisticola,Cisticola eximius,2.96,Black-necked Cisticola
138,Cisticola,Cisticola fulvicapillus,3.5,Piping Cisticola
138,Cisticola,Cisticola galactotes,3.13,Winding Cisticola
138,Cisticola,Cisticola hunteri,2.5,Hunter's Cisticola
138,Cisticola,Cisticola juncidis,3.3,Zitting Cisticola
138,Cisticola,Cisticola lais,3,Wailing Cisticola
138,Cisticola,Cisticola lateralis,2.5,Whistling Cisticola
138,Cisticola,Cisticola nanus,3.8,Tiny Cisticola
138,Cisticola,Cisticola natalensis,2.5,Croaking Cisticola
138,Cisticola,Cisticola nigriloris,2.6,Black-lored Cisticola
138,Cisticola,Cisticola njombe,2.78,Churring Cisticola
138,Cisticola,Cisticola pipiens,3.5,Chirping Cisticola
138,Cisticola,Cisticola robustus,3,Stout Cisticola
138,Cisticola,Cisticola ruficeps,4,Red-pate Cisticola
138,Cisticola,Cisticola rufilatus,3,Grey Cisticola
138,Cisticola,Cisticola subruficapillus,2.8,Red-headed Cisticola
138,Cisticola,Cisticola tinniens,3.3,Tinkling Cisticola
138,Cisticola,Cisticola woosnami,2.5,Trilling Cisticola
138,Eminia,Eminia lepida,2.5,Grey-capped Warbler
138,Euryptila,Euryptila subcinnamomea,2.5,Kopje Warbler
138,Heliolais,Heliolais erythroptera,2.43,Red-winged Warbler
138,Hypergerus,Hypergerus atriceps,3,Oriole Warbler
138,Malcorus,Malcorus pectoralis,3.82,Rufous-eared Warbler
138,Oreophilais,Oreophilais robertsi,2.38,Briar Warbler
138,Phragmacia,Phragmacia substriata,3,Namaqua Warbler
138,Prinia,Prinia bairdii,3,Banded Prinia
138,Prinia,Prinia flavicans,3.5,Black-chested Prinia
138,Prinia,Prinia fluviatilis,4,River Prinia
138,Prinia,Prinia gracilis,3.8,Graceful Prinia
138,Prinia,Prinia maculosa,3.5,Karoo Prinia
138,Prinia,Prinia molleri,1.5,Sao Tome Prinia
138,Prinia,Prinia somalica,4,Pale Prinia
138,Prinia,Prinia subflava,3.3,Tawny-flanked Prinia
138,Scotocerca,Scotocerca inquieta,3.5,Streaked Scrub-Warbler
138,Spiloptila,Spiloptila clamans,3.5,Cricket Longtail
139,Speirops,Speirops leucophoeus,2,Principe Speirops
139,Speirops,Speirops lugubris,2.5,Black-capped Speirops
139,Zosterops,Zosterops abyssinicus,3,White-breasted White-eye
139,Zosterops,Zosterops ficedulinus,4,Principe White-eye
139,Zosterops,Zosterops griseovirescens,2,Annobon White-eye
139,Zosterops,Zosterops pallidus,2,Pale White-eye
139,Zosterops,Zosterops poliogaster,2.5,Broad-ringed White-eye
139,Zosterops,Zosterops senegalensis,2.8,African Yellow White-eye
139,Zosterops,Zosterops vaughani,2,Pemba White-eye
140,Acrocephalus,Acrocephalus agricola,4.68,Paddyfield Warbler
140,Acrocephalus,Acrocephalus arundinaceus,4,Great Reed-Warbler
140,Acrocephalus,Acrocephalus baeticatus,2.7,African Reed-Warbler
140,Acrocephalus,Acrocephalus brevipennis,2.5,Cape Verde Swamp-Warbler
140,Acrocephalus,Acrocephalus dumetorum,5.2,Blyth's Reed-Warbler
140,Acrocephalus,Acrocephalus gracilirostris,2.3,Lesser Swamp-Warbler
140,Acrocephalus,Acrocephalus melanopogon,4,Moustached Warbler
140,Acrocephalus,Acrocephalus paludicola,4.97,Aquatic Warbler
140,Acrocephalus,Acrocephalus palustris,4.41,Marsh Warbler
140,Acrocephalus,Acrocephalus rufescens,2.5,Greater Swamp-Warbler
140,Acrocephalus,Acrocephalus schoenobaenus,5,Sedge Warbler
140,Acrocephalus,Acrocephalus scirpaceus,4,Eurasian Reed-Warbler
140,Acrocephalus,Acrocephalus stentoreus,4.5,Clamorous Reed-Warbler
140,Bathmocercus,Bathmocercus rufus,2,Black-faced Rufous Warbler
140,Bradypterus,Bradypterus baboecala,2.4,African Bush-Warbler
140,Bradypterus,Bradypterus barratti,2,African Scrub-Warbler
140,Bradypterus,Bradypterus cinnamomeus,2.5,Cinnamon Bracken-Warbler
140,Bradypterus,Bradypterus lopezi,2.5,Cameroon Scrub-Warbler
140,Bradypterus,Bradypterus sylvaticus,2.5,Knysna Scrub-Warbler
140,Bradypterus,Bradypterus victorini,2.5,Victorin's Scrub-Warbler
140,Cettia,Cettia cetti,4.8,Cetti's Warbler
140,Chamaea,Chamaea fasciata,3.57,Wrentit
140,Chloropeta,Chloropeta natalensis,1.4,Yellow Flycatcher-Warbler
140,Chloropeta,Chloropeta similis,2,Mountain Flycatcher-Warbler
140,Eremomela,Eremomela atricollis,2,Black-necked Eremomela
140,Eremomela,Eremomela canescens,1.5,Green-backed Eremomela
140,Eremomela,Eremomela flavicrissalis,1.5,Yellow-vented Eremomela
140,Eremomela,Eremomela gregalis,3.5,Yellow-rumped Eremomela
140,Eremomela,Eremomela icteropygialis,2.3,Yellow-bellied Eremomela
140,Eremomela,Eremomela pusilla,2,Senegal Eremomela
140,Eremomela,Eremomela usticollis,2.6,Burnt-neck Eremomela
140,Hippolais,Hippolais caligata,5,Booted Warbler
140,Hippolais,Hippolais icterina,4.76,Icterine Warbler
140,Hippolais,Hippolais languida,4,Upcher's Warbler
140,Hippolais,Hippolais olivetorum,3.75,Olive-tree Warbler
140,Hippolais,Hippolais pallida,3.3,Olivaceous Warbler
140,Hippolais,Hippolais polyglotta,4,Melodious Warbler
140,Hylia,Hylia prasina,1,Green Hylia
140,Hyliota,Hyliota australis,3,Southern Hyliota
140,Hyliota,Hyliota flavigaster,2,Yellow-bellied Hyliota
140,Illadopsis,Illadopsis albipectus,2,Scaly-breasted Illadopsis
140,Illadopsis,Illadopsis cleaveri,2,Blackcap Illadopsis
140,Illadopsis,Illadopsis fulvescens,2,Brown Illadopsis
140,Illadopsis,Illadopsis pyrrhoptera,2,Mountain Illadopsis
140,Illadopsis,Illadopsis rufipennis,2,Pale-breasted Illadopsis
140,Lioptilus,Lioptilus nigricapillus,2,Blackcap Mountain-Babbler
140,Locustella,Locustella luscinioides,4.5,Savi's Warbler
140,Melocichla,Melocichla mentalis,2,Moustached Grass-Warbler
140,Panurus,Panurus biarmicus,6,Bearded Parrotbill
140,Parophasma,Parophasma galinieri,2,Abyssinian Catbird
140,Phyllolais,Phyllolais pulchella,2.5,Buff-bellied Warbler
140,Phylloscopus,Phylloscopus bonelli,4.43,Bonelli's Warbler
140,Phylloscopus,Phylloscopus borealis,6.1,Arctic Warbler
140,Phylloscopus,Phylloscopus budongoensis,3,Uganda Woodland-Warbler
140,Phylloscopus,Phylloscopus collybita,5.5,Common Chiffchaff
140,Phylloscopus,Phylloscopus inornatus,4.88,Inornate Warbler
140,Phylloscopus,Phylloscopus laetus,2,Red-faced Woodland-Warbler
140,Phylloscopus,Phylloscopus ruficapillus,3,Yellow-throated Woodland-Warbler
140,Phylloscopus,Phylloscopus sibilatrix,5.9,Wood Warbler
140,Phylloscopus,Phylloscopus trochiloides,4.7,Greenish Warbler
140,Phylloscopus,Phylloscopus trochilus,6.23,Willow Warbler
140,Phylloscopus,Phylloscopus umbrovirens,2.5,Brown Woodland-Warbler
140,Poliolais,Poliolais lopezi,1.5,White-tailed Warbler
140,Schoenicola,Schoenicola platyura,2.3,Broad-tailed Grassbird
140,Sphenoeacus,Sphenoeacus afer,2,Cape Grass-Warbler
140,Stenostira,Stenostira scita,2.3,Fairy Warbler
140,Sylvia,Sylvia atricapilla,4.5,Blackcap
140,Sylvia,Sylvia borin,4.32,Garden Warbler
140,Sylvia,Sylvia cantillans,4.2,Subalpine Warbler
140,Sylvia,Sylvia communis,4.5,Common Whitethroat
140,Sylvia,Sylvia conspicillata,5,Spectacled Warbler
140,Sylvia,Sylvia curruca,4.8,Lesser Whitethroat
140,Sylvia,Sylvia deserticola,3.9,Tristram's Warbler
140,Sylvia,Sylvia hortensis,4.2,Orphean Warbler
140,Sylvia,Sylvia leucomelaena,2.7,Red Sea Warbler
140,Sylvia,Sylvia melanocephala,4.2,Sardinian Warbler
140,Sylvia,Sylvia melanothorax,4.12,Cyprus Warbler
140,Sylvia,Sylvia mystacea,4.5,Menetries's Warbler
140,Sylvia,Sylvia nana,3,Desert Warbler
140,Sylvia,Sylvia nisoria,4.88,Barred Warbler
140,Sylvia,Sylvia rueppelli,4.5,Rueppell's Warbler
140,Sylvia,Sylvia sarda,3.06,Marmora's Warbler
140,Sylvia,Sylvia subcaeruleum,4,Rufous-vented Warbler
140,Sylvia,Sylvia undata,4,Dartford Warbler
140,Sylvietta,Sylvietta brachyura,2,Northern Crombec
140,Sylvietta,Sylvietta denti,1,Lemon-bellied Crombec
140,Sylvietta,Sylvietta isabellina,2,Somali Crombec
140,Sylvietta,Sylvietta leucophrys,2,White-browed Crombec
140,Sylvietta,Sylvietta rufescens,1.91,Cape Crombec
140,Sylvietta,Sylvietta ruficapilla,2,Red-capped Crombec
140,Sylvietta,Sylvietta virens,2,Green Crombec
140,Sylvietta,Sylvietta whytii,2,Red-faced Crombec
140,Turdoides,Turdoides altirostris,3.6,Iraq Babbler
140,Turdoides,Turdoides aylmeri,2,Scaly Chatterer
140,Turdoides,Turdoides bicolor,3.3,Southern Pied-Babbler
140,Turdoides,Turdoides caudatus,4,Common Babbler
140,Turdoides,Turdoides fulvus,4.3,Fulvous Chatterer
140,Turdoides,Turdoides gymnogenys,2,Bare-cheeked Babbler
140,Turdoides,Turdoides hartlaubii,3.5,Angola Babbler
140,Turdoides,Turdoides hindei,2.5,Hinde's Pied-Babbler
140,Turdoides,Turdoides hypoleucus,3,Northern Pied-Babbler
140,Turdoides,Turdoides jardineii,3.1,Arrow-marked Babbler
140,Turdoides,Turdoides leucopygius,3.5,White-rumped Babbler
140,Turdoides,Turdoides melanops,3.5,Black-lored Babbler
140,Turdoides,Turdoides plebejus,3,Brown Babbler
140,Turdoides,Turdoides reinwardtii,2,Blackcap Babbler
140,Turdoides,Turdoides rubiginosus,2.5,Rufous Chatterer
140,Turdoides,Turdoides sharpei,3.5,Sharpe's Pied-Babbler
140,Turdoides,Turdoides squamiceps,4,Arabian Babbler
140,Turdoides,Turdoides tenebrosus,2.5,Dusky Babbler
141,Alaemon,Alaemon alaudipes,2.88,Greater Hoopoe-Lark
141,Alauda,Alauda arvensis,4,Eurasian Skylark
141,Alauda,Alauda razae,3,Razo Lark
141,Ammomanes,Ammomanes cincturus,2.8,Bar-tailed Lark
141,Ammomanes,Ammomanes deserti,3.69,Desert Lark
141,Calandrella,Calandrella brachydactyla,3.51,Greater Short-toed Lark
141,Calandrella,Calandrella rufescens,3.53,Lesser Short-toed Lark
141,Chersophilus,Chersophilus duponti,2.76,Dupont's Lark
141,Eremalauda,Eremalauda dunni,2.5,Dunn's Lark
141,Eremophila,Eremophila alpestris,3.04,Horned Lark
141,Eremophila,Eremophila bilopha,2.88,Temminck's Lark
141,Eremopterix,Eremopterix nigriceps,2,Black-crowned Sparrow-Lark
141,Galerida,Galerida cristata,4.05,Crested Lark
141,Galerida,Galerida theklae,4.07,Thekla Lark
141,Lullula,Lullula arborea,3.97,Wood Lark
141,Melanocorypha,Melanocorypha bimaculata,3.96,Bimaculated Lark
141,Melanocorypha,Melanocorypha calandra,4.2,Calandra Lark
141,Melanocorypha,Melanocorypha leucoptera,5.5,White-winged Lark
141,Melanocorypha,Melanocorypha yeltoniensis,4.7,Black Lark
142,Anthreptes,Anthreptes anchietae,2,Anchieta's Sunbird
142,Anthreptes,Anthreptes aurantium,2,Violet-tailed Sunbird
142,Anthreptes,Anthreptes gabonicus,2,Mouse-brown Sunbird
142,Anthreptes,Anthreptes longuemarei,2,Western Violet-backed Sunbird
142,Anthreptes,Anthreptes metallicus,2.5,Nile Valley Sunbird
142,Anthreptes,Anthreptes orientalis,1.5,Kenya Violet-backed Sunbird
142,Anthreptes,Anthreptes platurus,1.75,Pygmy Sunbird
142,Anthreptes,Anthreptes rectirostris,2,Green Sunbird
142,Anthreptes,Anthreptes reichenowi,2,Plain-backed Sunbird
142,Anthreptes,Anthreptes rubritorques,2,Banded Sunbird
142,Nectarinia,Nectarinia bocagii,2,Bocage's Sunbird
142,Nectarinia,Nectarinia famosa,2,Malachite Sunbird
142,Nectarinia,Nectarinia johnstoni,1,Red-tufted Sunbird
142,Nectarinia,Nectarinia kilimensis,1,Bronze Sunbird
