"","Taxon","value","ecosystem","site","pool","lat","lon"
"312","Cosmarium_discrepans___astn__et_Kouwets",1,"Swamp","2","1",50.57604,14.66999
"313","Cosmarium_goniodes_var._subturgidum_W._et_G._S._West",0,"Swamp","2","1",50.57604,14.66999
"314","Cosmarium_margaritiferum_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"315","Cosmarium_messikommeri_Coesel",1,"Swamp","2","1",50.57604,14.66999
"316","Cosmarium_obsoletum_(Hantzsch)_Reinsch",1,"Swamp","2","1",50.57604,14.66999
"317","Cosmarium_ordinatum_(BÀrges.)_W._et_G_.S._West",1,"Swamp","2","1",50.57604,14.66999
"318","Cosmarium_ornatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"319","Cosmarium_paragranatoides_Skuja",1,"Swamp","2","1",50.57604,14.66999
"320","Cosmarium_prominulum_var._subundulatum_W._et_G._S._West",1,"Swamp","2","1",50.57604,14.66999
"321","Cosmarium_pseudoornatum_B._Eichler_et_Gutw.",1,"Swamp","2","1",50.57604,14.66999
"322","Cosmarium_pseudopyramidatum__P._Lundell",1,"Swamp","2","1",50.57604,14.66999
"323","Cosmarium_cf._pseudoretusum_F._Ducell",1,"Swamp","2","1",50.57604,14.66999
"324","Cosmarium_pyramidatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"325","Cosmarium_regnellii_Wille",0,"Swamp","2","1",50.57604,14.66999
"326","Cosmarium_sphagnicolum_W._et_G._S._West",0,"Swamp","2","1",50.57604,14.66999
"327","Cosmarium_tinctum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"328","Cosmarium_sp._1",1,"Swamp","2","1",50.57604,14.66999
"329","Cosmarium_sp._2_(smaller_C._contractum)",1,"Swamp","2","1",50.57604,14.66999
"330","Cosmarium_sp._3",1,"Swamp","2","1",50.57604,14.66999
"331","Cylindrocystis_brebissonii_De_Bary",0,"Swamp","2","1",50.57604,14.66999
"332","Cylindrocystis_crassa_De_Bary",0,"Swamp","2","1",50.57604,14.66999
"333","Cylindrocystis_gracilis_I._Hirn",0,"Swamp","2","1",50.57604,14.66999
"334","Euastrum_ansatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"335","Euastrum_binale_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"336","Euastrum_denticulatum_F._Gay",0,"Swamp","2","1",50.57604,14.66999
"337","Euastrum_elegans_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"338","Euastrum_gayanum_De_Toni",1,"Swamp","2","1",50.57604,14.66999
"339","Euastrum_humerosum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"340","Euastrum_insigne_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"341","Euastrum_oblongum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"342","Euastrum_pectinatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"343","Euastrum_pinnatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"344","Euastrum_verrucosum_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"345","Haplotaenium_minutum_(Ralfs)_Bando",1,"Swamp","2","1",50.57604,14.66999
"346","Haplotaenium_rectum_(Delponte)_Bando",1,"Swamp","2","1",50.57604,14.66999
"347","Mesotaenium_endlicherianum_N_geli",0,"Swamp","2","1",50.57604,14.66999
"348","Micrasterias_jenneri_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"349","Micrasterias_oscitans_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"350","Micrasterias_rotata_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"351","Micrasterias_thomasiana_var._notata_(Nordstedt)_Gr_nblad",0,"Swamp","2","1",50.57604,14.66999
"352","Micrasterias_truncata_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"353","Netrium_digitus_Itzigs._et_Rothe",1,"Swamp","2","1",50.57604,14.66999
"354","Netrium_oblongum_(De_Bary)_LÙtkem.",0,"Swamp","2","1",50.57604,14.66999
"355","Penium_cylindrus_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"356","Penium_spirostriolatum_J._Barker",0,"Swamp","2","1",50.57604,14.66999
"357","Pleurotaenium_ehrenbergii_(Ralfs)_De_Bary",0,"Swamp","2","1",50.57604,14.66999
"358","Staurastrum_aculeatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"359","Staurastrum_hirsutum_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"360","Staurastrum_hystrix_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"361","Staurastrum_inflexum_Br_b.",1,"Swamp","2","1",50.57604,14.66999
"362","Staurastrum_micron_W._et_G._S._West",1,"Swamp","2","1",50.57604,14.66999
"363","Staurastrum_minimum_Coesel",1,"Swamp","2","1",50.57604,14.66999
"364","Staurastrum_polymorphum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"365","Staurastrum_punctulatum_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"366","Staurastrum_scabrum_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"367","Staurastrum_simonyi_Heimerl",1,"Swamp","2","1",50.57604,14.66999
"368","Staurastrum_teliferum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"369","Staurastrum_tetracerum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"370","Staurastrum_sp._1",1,"Swamp","2","1",50.57604,14.66999
"371","Staurastrum_sp._2",0,"Swamp","2","1",50.57604,14.66999
"372","Staurastrum_sp._3",0,"Swamp","2","1",50.57604,14.66999
"373","Staurodesmus_dejectus_(Ralfs)_Teiling",1,"Swamp","2","1",50.57604,14.66999
"374","Staurodesmus_extensus_(Borge)_Teiling",0,"Swamp","2","1",50.57604,14.66999
"375","Staurodesmus_incus_(Br_b.)_Teiling",1,"Swamp","2","1",50.57604,14.66999
"376","Tetmemorus_brebissonii_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"377","Tetmemorus_granulatus_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"378","Tetmemorus_laevis_Ralfs",0,"Swamp","2","1",50.57604,14.66999
"379","Xanthidium_antilopaeum_var._laeve_Schmidle",0,"Swamp","2","1",50.57604,14.66999
"380","Xanthidium_armatum_Ralfs",1,"Swamp","2","1",50.57604,14.66999
"381","Actinotaenium_cruciferum_(De_Bary)_Teiling",0,"Swamp","2","2",50.57604,14.66989
"382","Actinotaenium_cucurbita_(Ralfs)_Teiling",1,"Swamp","2","2",50.57604,14.66989
"383","Actinotaenium_silvae-nigrae_(Rabanus)_Kouwets_et_Coesel",0,"Swamp","2","2",50.57604,14.66989
"384","Closterium_cf._abruptum_W._West",0,"Swamp","2","2",50.57604,14.66989
"385","Closterium_angustatum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"386","Closterium_attenuatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"387","Closterium_baillyanum_(Ralfs)_Br_b.",1,"Swamp","2","2",50.57604,14.66989
"388","Closterium_calosporum_Wittr.",1,"Swamp","2","2",50.57604,14.66989
"389","Closterium_costatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"390","Closterium_dianae_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"391","Closterium_directum_W._Archer",0,"Swamp","2","2",50.57604,14.66989
"392","Closterium_gracile_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"393","Closterium_juncidum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"394","Closterium_lineatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"395","Closterium_lunula_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"396","Closterium_cf._macilentum_Br_b.",1,"Swamp","2","2",50.57604,14.66989
"397","Closterium_navicula_(Br_b.)_LÙtkem.",0,"Swamp","2","2",50.57604,14.66989
"398","Closterium_parvulum_N_geli",0,"Swamp","2","2",50.57604,14.66989
"399","Closterium_pronum_Br_b.",0,"Swamp","2","2",50.57604,14.66989
"400","Closterium_setaceum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"401","Closterium_striolatum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"402","Cosmarium_amoenum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"403","Cosmarium_angulosum_Br_b.",1,"Swamp","2","2",50.57604,14.66989
"404","Cosmarium_blyttii_Wille",1,"Swamp","2","2",50.57604,14.66989
"405","Cosmarium_contractum_Kirchn.",1,"Swamp","2","2",50.57604,14.66989
"406","Cosmarium_difficile_LÙtkem.",1,"Swamp","2","2",50.57604,14.66989
"407","Cosmarium_discrepans___astn__et_Kouwets",0,"Swamp","2","2",50.57604,14.66989
"408","Cosmarium_goniodes_var._subturgidum_W._et_G._S._West",1,"Swamp","2","2",50.57604,14.66989
"409","Cosmarium_margaritiferum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"410","Cosmarium_messikommeri_Coesel",1,"Swamp","2","2",50.57604,14.66989
"411","Cosmarium_obsoletum_(Hantzsch)_Reinsch",1,"Swamp","2","2",50.57604,14.66989
"412","Cosmarium_ordinatum_(BÀrges.)_W._et_G_.S._West",1,"Swamp","2","2",50.57604,14.66989
"413","Cosmarium_ornatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"414","Cosmarium_paragranatoides_Skuja",0,"Swamp","2","2",50.57604,14.66989
"415","Cosmarium_prominulum_var._subundulatum_W._et_G._S._West",1,"Swamp","2","2",50.57604,14.66989
"416","Cosmarium_pseudoornatum_B._Eichler_et_Gutw.",1,"Swamp","2","2",50.57604,14.66989
"417","Cosmarium_pseudopyramidatum__P._Lundell",1,"Swamp","2","2",50.57604,14.66989
"418","Cosmarium_cf._pseudoretusum_F._Ducell",0,"Swamp","2","2",50.57604,14.66989
"419","Cosmarium_pyramidatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"420","Cosmarium_regnellii_Wille",0,"Swamp","2","2",50.57604,14.66989
"421","Cosmarium_sphagnicolum_W._et_G._S._West",0,"Swamp","2","2",50.57604,14.66989
"422","Cosmarium_tinctum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"423","Cosmarium_sp._1",0,"Swamp","2","2",50.57604,14.66989
"424","Cosmarium_sp._2_(smaller_C._contractum)",1,"Swamp","2","2",50.57604,14.66989
"425","Cosmarium_sp._3",1,"Swamp","2","2",50.57604,14.66989
"426","Cylindrocystis_brebissonii_De_Bary",0,"Swamp","2","2",50.57604,14.66989
"427","Cylindrocystis_crassa_De_Bary",0,"Swamp","2","2",50.57604,14.66989
"428","Cylindrocystis_gracilis_I._Hirn",0,"Swamp","2","2",50.57604,14.66989
"429","Euastrum_ansatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"430","Euastrum_binale_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"431","Euastrum_denticulatum_F._Gay",1,"Swamp","2","2",50.57604,14.66989
"432","Euastrum_elegans_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"433","Euastrum_gayanum_De_Toni",1,"Swamp","2","2",50.57604,14.66989
"434","Euastrum_humerosum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"435","Euastrum_insigne_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"436","Euastrum_oblongum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"437","Euastrum_pectinatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"438","Euastrum_pinnatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"439","Euastrum_verrucosum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"440","Haplotaenium_minutum_(Ralfs)_Bando",1,"Swamp","2","2",50.57604,14.66989
"441","Haplotaenium_rectum_(Delponte)_Bando",1,"Swamp","2","2",50.57604,14.66989
"442","Mesotaenium_endlicherianum_N_geli",0,"Swamp","2","2",50.57604,14.66989
"443","Micrasterias_jenneri_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"444","Micrasterias_oscitans_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"445","Micrasterias_rotata_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"446","Micrasterias_thomasiana_var._notata_(Nordstedt)_Gr_nblad",1,"Swamp","2","2",50.57604,14.66989
"447","Micrasterias_truncata_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"448","Netrium_digitus_Itzigs._et_Rothe",0,"Swamp","2","2",50.57604,14.66989
"449","Netrium_oblongum_(De_Bary)_LÙtkem.",0,"Swamp","2","2",50.57604,14.66989
"450","Penium_cylindrus_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"451","Penium_spirostriolatum_J._Barker",1,"Swamp","2","2",50.57604,14.66989
"452","Pleurotaenium_ehrenbergii_(Ralfs)_De_Bary",1,"Swamp","2","2",50.57604,14.66989
"453","Staurastrum_aculeatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"454","Staurastrum_hirsutum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"455","Staurastrum_hystrix_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"456","Staurastrum_inflexum_Br_b.",1,"Swamp","2","2",50.57604,14.66989
"457","Staurastrum_micron_W._et_G._S._West",1,"Swamp","2","2",50.57604,14.66989
"458","Staurastrum_minimum_Coesel",1,"Swamp","2","2",50.57604,14.66989
"459","Staurastrum_polymorphum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"460","Staurastrum_punctulatum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"461","Staurastrum_scabrum_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"462","Staurastrum_simonyi_Heimerl",1,"Swamp","2","2",50.57604,14.66989
"463","Staurastrum_teliferum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"464","Staurastrum_tetracerum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"465","Staurastrum_sp._1",0,"Swamp","2","2",50.57604,14.66989
"466","Staurastrum_sp._2",1,"Swamp","2","2",50.57604,14.66989
"467","Staurastrum_sp._3",0,"Swamp","2","2",50.57604,14.66989
"468","Staurodesmus_dejectus_(Ralfs)_Teiling",1,"Swamp","2","2",50.57604,14.66989
"469","Staurodesmus_extensus_(Borge)_Teiling",1,"Swamp","2","2",50.57604,14.66989
"470","Staurodesmus_incus_(Br_b.)_Teiling",1,"Swamp","2","2",50.57604,14.66989
"471","Tetmemorus_brebissonii_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"472","Tetmemorus_granulatus_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"473","Tetmemorus_laevis_Ralfs",0,"Swamp","2","2",50.57604,14.66989
"474","Xanthidium_antilopaeum_var._laeve_Schmidle",0,"Swamp","2","2",50.57604,14.66989
"475","Xanthidium_armatum_Ralfs",1,"Swamp","2","2",50.57604,14.66989
"476","Actinotaenium_cruciferum_(De_Bary)_Teiling",0,"Swamp","2","3",50.57592,14.66985
"477","Actinotaenium_cucurbita_(Ralfs)_Teiling",1,"Swamp","2","3",50.57592,14.66985
"478","Actinotaenium_silvae-nigrae_(Rabanus)_Kouwets_et_Coesel",0,"Swamp","2","3",50.57592,14.66985
"479","Closterium_cf._abruptum_W._West",0,"Swamp","2","3",50.57592,14.66985
"480","Closterium_angustatum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"481","Closterium_attenuatum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"482","Closterium_baillyanum_(Ralfs)_Br_b.",1,"Swamp","2","3",50.57592,14.66985
"483","Closterium_calosporum_Wittr.",1,"Swamp","2","3",50.57592,14.66985
"484","Closterium_costatum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"485","Closterium_dianae_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"486","Closterium_directum_W._Archer",0,"Swamp","2","3",50.57592,14.66985
"487","Closterium_gracile_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"488","Closterium_juncidum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"489","Closterium_lineatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"490","Closterium_lunula_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"491","Closterium_cf._macilentum_Br_b.",1,"Swamp","2","3",50.57592,14.66985
"492","Closterium_navicula_(Br_b.)_LÙtkem.",0,"Swamp","2","3",50.57592,14.66985
"493","Closterium_parvulum_N_geli",1,"Swamp","2","3",50.57592,14.66985
"494","Closterium_pronum_Br_b.",0,"Swamp","2","3",50.57592,14.66985
"495","Closterium_setaceum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"496","Closterium_striolatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"497","Cosmarium_amoenum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"498","Cosmarium_angulosum_Br_b.",1,"Swamp","2","3",50.57592,14.66985
"499","Cosmarium_blyttii_Wille",1,"Swamp","2","3",50.57592,14.66985
"500","Cosmarium_contractum_Kirchn.",1,"Swamp","2","3",50.57592,14.66985
"501","Cosmarium_difficile_LÙtkem.",1,"Swamp","2","3",50.57592,14.66985
"502","Cosmarium_discrepans___astn__et_Kouwets",1,"Swamp","2","3",50.57592,14.66985
"503","Cosmarium_goniodes_var._subturgidum_W._et_G._S._West",0,"Swamp","2","3",50.57592,14.66985
"504","Cosmarium_margaritiferum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"505","Cosmarium_messikommeri_Coesel",1,"Swamp","2","3",50.57592,14.66985
"506","Cosmarium_obsoletum_(Hantzsch)_Reinsch",1,"Swamp","2","3",50.57592,14.66985
"507","Cosmarium_ordinatum_(BÀrges.)_W._et_G_.S._West",1,"Swamp","2","3",50.57592,14.66985
"508","Cosmarium_ornatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"509","Cosmarium_paragranatoides_Skuja",0,"Swamp","2","3",50.57592,14.66985
"510","Cosmarium_prominulum_var._subundulatum_W._et_G._S._West",1,"Swamp","2","3",50.57592,14.66985
"511","Cosmarium_pseudoornatum_B._Eichler_et_Gutw.",1,"Swamp","2","3",50.57592,14.66985
"512","Cosmarium_pseudopyramidatum__P._Lundell",1,"Swamp","2","3",50.57592,14.66985
"513","Cosmarium_cf._pseudoretusum_F._Ducell",0,"Swamp","2","3",50.57592,14.66985
"514","Cosmarium_pyramidatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"515","Cosmarium_regnellii_Wille",1,"Swamp","2","3",50.57592,14.66985
"516","Cosmarium_sphagnicolum_W._et_G._S._West",1,"Swamp","2","3",50.57592,14.66985
"517","Cosmarium_tinctum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"518","Cosmarium_sp._1",0,"Swamp","2","3",50.57592,14.66985
"519","Cosmarium_sp._2_(smaller_C._contractum)",0,"Swamp","2","3",50.57592,14.66985
"520","Cosmarium_sp._3",0,"Swamp","2","3",50.57592,14.66985
"521","Cylindrocystis_brebissonii_De_Bary",0,"Swamp","2","3",50.57592,14.66985
"522","Cylindrocystis_crassa_De_Bary",0,"Swamp","2","3",50.57592,14.66985
"523","Cylindrocystis_gracilis_I._Hirn",0,"Swamp","2","3",50.57592,14.66985
"524","Euastrum_ansatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"525","Euastrum_binale_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"526","Euastrum_denticulatum_F._Gay",1,"Swamp","2","3",50.57592,14.66985
"527","Euastrum_elegans_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"528","Euastrum_gayanum_De_Toni",1,"Swamp","2","3",50.57592,14.66985
"529","Euastrum_humerosum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"530","Euastrum_insigne_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"531","Euastrum_oblongum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"532","Euastrum_pectinatum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"533","Euastrum_pinnatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"534","Euastrum_verrucosum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"535","Haplotaenium_minutum_(Ralfs)_Bando",1,"Swamp","2","3",50.57592,14.66985
"536","Haplotaenium_rectum_(Delponte)_Bando",1,"Swamp","2","3",50.57592,14.66985
"537","Mesotaenium_endlicherianum_N_geli",0,"Swamp","2","3",50.57592,14.66985
"538","Micrasterias_jenneri_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"539","Micrasterias_oscitans_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"540","Micrasterias_rotata_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"541","Micrasterias_thomasiana_var._notata_(Nordstedt)_Gr_nblad",1,"Swamp","2","3",50.57592,14.66985
"542","Micrasterias_truncata_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"543","Netrium_digitus_Itzigs._et_Rothe",0,"Swamp","2","3",50.57592,14.66985
"544","Netrium_oblongum_(De_Bary)_LÙtkem.",0,"Swamp","2","3",50.57592,14.66985
"545","Penium_cylindrus_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"546","Penium_spirostriolatum_J._Barker",0,"Swamp","2","3",50.57592,14.66985
"547","Pleurotaenium_ehrenbergii_(Ralfs)_De_Bary",0,"Swamp","2","3",50.57592,14.66985
"548","Staurastrum_aculeatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"549","Staurastrum_hirsutum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"550","Staurastrum_hystrix_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"551","Staurastrum_inflexum_Br_b.",0,"Swamp","2","3",50.57592,14.66985
"552","Staurastrum_micron_W._et_G._S._West",1,"Swamp","2","3",50.57592,14.66985
"553","Staurastrum_minimum_Coesel",1,"Swamp","2","3",50.57592,14.66985
"554","Staurastrum_polymorphum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"555","Staurastrum_punctulatum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"556","Staurastrum_scabrum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"557","Staurastrum_simonyi_Heimerl",1,"Swamp","2","3",50.57592,14.66985
"558","Staurastrum_teliferum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"559","Staurastrum_tetracerum_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"560","Staurastrum_sp._1",0,"Swamp","2","3",50.57592,14.66985
"561","Staurastrum_sp._2",0,"Swamp","2","3",50.57592,14.66985
"562","Staurastrum_sp._3",0,"Swamp","2","3",50.57592,14.66985
"563","Staurodesmus_dejectus_(Ralfs)_Teiling",1,"Swamp","2","3",50.57592,14.66985
"564","Staurodesmus_extensus_(Borge)_Teiling",1,"Swamp","2","3",50.57592,14.66985
"565","Staurodesmus_incus_(Br_b.)_Teiling",1,"Swamp","2","3",50.57592,14.66985
"566","Tetmemorus_brebissonii_Ralfs",0,"Swamp","2","3",50.57592,14.66985
"567","Tetmemorus_granulatus_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"568","Tetmemorus_laevis_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"569","Xanthidium_antilopaeum_var._laeve_Schmidle",0,"Swamp","2","3",50.57592,14.66985
"570","Xanthidium_armatum_Ralfs",1,"Swamp","2","3",50.57592,14.66985
"571","Actinotaenium_cruciferum_(De_Bary)_Teiling",0,"Swamp","3","1",50.57894,14.6673
"572","Actinotaenium_cucurbita_(Ralfs)_Teiling",0,"Swamp","3","1",50.57894,14.6673
"573","Actinotaenium_silvae-nigrae_(Rabanus)_Kouwets_et_Coesel",0,"Swamp","3","1",50.57894,14.6673
"574","Closterium_cf._abruptum_W._West",0,"Swamp","3","1",50.57894,14.6673
"575","Closterium_angustatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"576","Closterium_attenuatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"577","Closterium_baillyanum_(Ralfs)_Br_b.",1,"Swamp","3","1",50.57894,14.6673
"578","Closterium_calosporum_Wittr.",0,"Swamp","3","1",50.57894,14.6673
"579","Closterium_costatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"580","Closterium_dianae_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"581","Closterium_directum_W._Archer",0,"Swamp","3","1",50.57894,14.6673
"582","Closterium_gracile_Ralfs",1,"Swamp","3","1",50.57894,14.6673
"583","Closterium_juncidum_Ralfs",1,"Swamp","3","1",50.57894,14.6673
"584","Closterium_lineatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"585","Closterium_lunula_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"586","Closterium_cf._macilentum_Br_b.",0,"Swamp","3","1",50.57894,14.6673
"587","Closterium_navicula_(Br_b.)_LÙtkem.",0,"Swamp","3","1",50.57894,14.6673
"588","Closterium_parvulum_N_geli",0,"Swamp","3","1",50.57894,14.6673
"589","Closterium_pronum_Br_b.",0,"Swamp","3","1",50.57894,14.6673
"590","Closterium_setaceum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"591","Closterium_striolatum_Ralfs",1,"Swamp","3","1",50.57894,14.6673
"592","Cosmarium_amoenum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"593","Cosmarium_angulosum_Br_b.",0,"Swamp","3","1",50.57894,14.6673
"594","Cosmarium_blyttii_Wille",0,"Swamp","3","1",50.57894,14.6673
"595","Cosmarium_contractum_Kirchn.",1,"Swamp","3","1",50.57894,14.6673
"596","Cosmarium_difficile_LÙtkem.",0,"Swamp","3","1",50.57894,14.6673
"597","Cosmarium_discrepans___astn__et_Kouwets",0,"Swamp","3","1",50.57894,14.6673
"598","Cosmarium_goniodes_var._subturgidum_W._et_G._S._West",0,"Swamp","3","1",50.57894,14.6673
"599","Cosmarium_margaritiferum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"600","Cosmarium_messikommeri_Coesel",0,"Swamp","3","1",50.57894,14.6673
"601","Cosmarium_obsoletum_(Hantzsch)_Reinsch",0,"Swamp","3","1",50.57894,14.6673
"602","Cosmarium_ordinatum_(BÀrges.)_W._et_G_.S._West",0,"Swamp","3","1",50.57894,14.6673
"603","Cosmarium_ornatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"604","Cosmarium_paragranatoides_Skuja",0,"Swamp","3","1",50.57894,14.6673
"605","Cosmarium_prominulum_var._subundulatum_W._et_G._S._West",0,"Swamp","3","1",50.57894,14.6673
"606","Cosmarium_pseudoornatum_B._Eichler_et_Gutw.",0,"Swamp","3","1",50.57894,14.6673
"607","Cosmarium_pseudopyramidatum__P._Lundell",0,"Swamp","3","1",50.57894,14.6673
"608","Cosmarium_cf._pseudoretusum_F._Ducell",0,"Swamp","3","1",50.57894,14.6673
"609","Cosmarium_pyramidatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"610","Cosmarium_regnellii_Wille",0,"Swamp","3","1",50.57894,14.6673
"611","Cosmarium_sphagnicolum_W._et_G._S._West",0,"Swamp","3","1",50.57894,14.6673
"612","Cosmarium_tinctum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"613","Cosmarium_sp._1",0,"Swamp","3","1",50.57894,14.6673
"614","Cosmarium_sp._2_(smaller_C._contractum)",0,"Swamp","3","1",50.57894,14.6673
"615","Cosmarium_sp._3",0,"Swamp","3","1",50.57894,14.6673
"616","Cylindrocystis_brebissonii_De_Bary",1,"Swamp","3","1",50.57894,14.6673
"617","Cylindrocystis_crassa_De_Bary",0,"Swamp","3","1",50.57894,14.6673
"618","Cylindrocystis_gracilis_I._Hirn",0,"Swamp","3","1",50.57894,14.6673
"619","Euastrum_ansatum_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"620","Euastrum_binale_Ralfs",0,"Swamp","3","1",50.57894,14.6673
"621","Euastrum_denticulatum_F._Gay",0,"Swamp","3","1",50.57894,14.6673
"622","Euastrum_elegans_Ralfs",0,"Swamp","3","1",50.57894,14.6673
